"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","OlinkID_Previous.study","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Wang et al.","O95866","MPIG6B","Megakaryocyte and platelet inhibitory receptor G6b",NA,"seq.8659.68","MPIG6B",-0.00422009750869237,3976,NA,NA,"No correlation","Spearman","OID20779",0.35,9,0.358581349206349,0.406464200054185,"Weak correlation","Spearman"
"Wang et al.","O95866","MPIG6B","Megakaryocyte and platelet inhibitory receptor G6b",NA,"seq.7065.1","MPIG6B",0.873409581961161,3976,NA,NA,"Strong correlation","Spearman","OID20779",0.35,9,0.358581349206349,0.406464200054185,"Weak correlation","Spearman"
"Wang et al.","O95994","AGR2","Anterior gradient protein 2 homolog",NA,"seq.4959.2","AGR2",-0.0734684357214803,3976,NA,NA,"No correlation","Spearman","OID20896",-0.162891986062718,41,0.307717234872401,0.352345596522253,"No correlation","Spearman"
"Wang et al.","O95998","IL18BP","Interleukin-18-binding protein",NA,"seq.3073.51","IL18BP",0.784473158180346,3976,NA,NA,"Strong correlation","Spearman","OID20348",0.637812713602187,76,0,0,"Moderate correlation","Spearman"
"Wang et al.","P00167","CYB5A","Cytochrome b5",NA,"seq.11287.14","CYB5A",0.154538830068962,3976,NA,NA,"No correlation","Spearman","OID31171",0.221689972174281,88,0.0381092409619328,0.0504400152942815,"No correlation","Spearman"
"Wang et al.","P00325","ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B",NA,"seq.9834.62","ADH1B",0.344668237565234,3976,NA,NA,"Weak correlation","Spearman","OID30612",0.79054982212673,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P00352","ALDH1A1","Aldehyde dehydrogenase 1A1",NA,"seq.11265.8","ALDH1A1",0.800023274245902,3976,NA,NA,"Strong correlation","Spearman","OID21128",0.908650628720369,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P00390","GSR","Glutathione reductase, mitochondrial",NA,"seq.19273.3","GSR",0.531092020613374,3976,NA,NA,"Moderate correlation","Spearman","OID30700",0.498753995598883,88,7.59123855388194e-07,1.51155349688408e-06,"Weak correlation","Spearman"
"Wang et al.","P00441","SOD1","Superoxide dismutase [Cu-Zn]",NA,"seq.2794.60","SOD1",0.453081238946577,3976,NA,NA,"Weak correlation","Spearman","OID20386",0.841353075600224,88,1.061430423071e-24,3.29218392210759e-24,"Strong correlation","Spearman"
"Wang et al.","P00533","EGFR","Epidermal growth factor receptor",NA,"seq.2677.1","EGFR",0.570971529427256,3976,NA,NA,"Moderate correlation","Spearman","OID20319",0.589071312531301,88,1.56869165052394e-09,3.87538921978453e-09,"Moderate correlation","Spearman"
"Wang et al.","P00533","EGFR","Epidermal growth factor receptor",NA,"seq.19567.1","EGFR",-0.00644025698375431,3976,NA,NA,"No correlation","Spearman","OID20319",0.589071312531301,88,1.56869165052394e-09,3.87538921978453e-09,"Moderate correlation","Spearman"
"Wang et al.","P00568","AK1","Adenylate kinase isoenzyme 1",NA,"seq.5012.67","AK1",0.796844002903188,3976,NA,NA,"Strong correlation","Spearman","OID20122",0.876316438307915,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P00734","F2","Prothrombin",NA,"seq.5316.54","F2",0.0495279478650428,3976,NA,NA,"No correlation","Spearman","OID30723",0.469816446309925,88,3.8740409308596e-06,7.27752447743842e-06,"Weak correlation","Spearman"
"Wang et al.","P00734","F2","Prothrombin",NA,"seq.4157.2","F2",0.196543822614611,3976,NA,NA,"No correlation","Spearman","OID30723",0.469816446309925,88,3.8740409308596e-06,7.27752447743842e-06,"Weak correlation","Spearman"
"Wang et al.","P00736","C1R","Complement C1r subcomponent",NA,"seq.3285.23","C1R",0.0323481555193078,3976,NA,NA,"No correlation","Spearman","OID30753",0.475170279187618,88,2.89754595197789e-06,5.50728851815327e-06,"Weak correlation","Spearman"
"Wang et al.","P00740","F9","Coagulation factor IX",NA,"seq.4876.32","F9",0.756354099619767,3976,NA,NA,"Strong correlation","Spearman","OID20349",0.547948944868757,88,3.28432451723127e-08,7.34257897020614e-08,"Moderate correlation","Spearman"
"Wang et al.","P00740","F9","Coagulation factor IX",NA,"seq.5307.12","F9",0.7538736292423,3976,NA,NA,"Strong correlation","Spearman","OID20349",0.547948944868757,88,3.28432451723127e-08,7.34257897020614e-08,"Moderate correlation","Spearman"
"Wang et al.","P00742","F10","Coagulation factor X",NA,"seq.3077.66","F10",0.629741485477933,3976,NA,NA,"Moderate correlation","Spearman","OID30684",0.683485450877723,88,2.17354403727395e-13,5.89887312039013e-13,"Moderate correlation","Spearman"
"Wang et al.","P00742","F10","Coagulation factor X",NA,"seq.4878.3","F10",0.678538971460239,3976,NA,NA,"Moderate correlation","Spearman","OID30684",0.683485450877723,88,2.17354403727395e-13,5.89887312039013e-13,"Moderate correlation","Spearman"
"Wang et al.","P00746","CFD","Complement factor D",NA,"seq.2946.52","CFD",0.537792647826539,3976,NA,NA,"Moderate correlation","Spearman","OID30738",0.69050051072523,88,0,0,"Moderate correlation","Spearman"
"Wang et al.","P00746","CFD","Complement factor D",NA,"seq.13678.169","CFD",0.232662223002002,3976,NA,NA,"No correlation","Spearman","OID30738",0.69050051072523,88,0,0,"Moderate correlation","Spearman"
"Wang et al.","P00747","PLG","Plasminogen",NA,"seq.4150.75","PLG",0.0797702620223506,3976,NA,NA,"No correlation","Spearman","OID30785",0.513137966256913,88,4.79435400397903e-07,9.66576012587914e-07,"Moderate correlation","Spearman"
"Wang et al.","P00747","PLG","Plasminogen",NA,"seq.4151.6","PLG",0.366014965161025,3976,NA,NA,"Weak correlation","Spearman","OID30785",0.513137966256913,88,4.79435400397903e-07,9.66576012587914e-07,"Moderate correlation","Spearman"
"Wang et al.","P00747","PLG","Plasminogen",NA,"seq.3710.49","PLG",0.313994504576234,3976,NA,NA,"Weak correlation","Spearman","OID30785",0.513137966256913,88,4.79435400397903e-07,9.66576012587914e-07,"Moderate correlation","Spearman"
"Wang et al.","P00751","CFB","Complement factor B",NA,"seq.4129.72","CFB",0.718708560145418,3976,NA,NA,"Strong correlation","Spearman","OID30755",0.823641294776514,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P00813","ADA","Adenosine deaminase",NA,"seq.19751.21","ADA",-0.0582019643587686,3976,NA,NA,"No correlation","Spearman","OID20645",0.312707444286392,37,0.0599535109466952,0.0770051352204993,"Weak correlation","Spearman"
"Wang et al.","P00915","CA1","Carbonic anhydrase 1",NA,"seq.4969.2","CA1",0.922339549865818,3976,NA,NA,"Strong correlation","Spearman","OID20409",0.928551301468776,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P00918","CA2","Carbonic anhydrase 2",NA,"seq.4970.55","CA2",-0.119702332580723,3976,NA,NA,"No correlation","Spearman","OID21149",0.904194991370505,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P00995","SPINK1","Serine protease inhibitor Kazal-type 1",NA,"seq.8243.55","SPINK1",0.267695121674584,3976,NA,NA,"No correlation","Spearman","OID21097",0.724076761812611,53,0,0,"Strong correlation","Spearman"
"Wang et al.","P01008","SERPINC1","Antithrombin-III",NA,"seq.3344.60","SERPINC1",0.161014122597601,3976,NA,NA,"No correlation","Spearman","OID30789",0.584915047534144,88,2.17496874848348e-09,5.26939853441599e-09,"Moderate correlation","Spearman"
"Wang et al.","P01009","SERPINA1","Alpha-1-antitrypsin",NA,"seq.3580.25","SERPINA1",0.168859614653793,3976,NA,NA,"No correlation","Spearman","OID30750",0.416683177257293,88,5.38590505832458e-05,9.3119246720497e-05,"Weak correlation","Spearman"
"Wang et al.","P01011","SERPINA3","Alpha-1-antichymotrypsin",NA,"seq.4153.11","SERPINA3",0.49306669732721,3976,NA,NA,"Weak correlation","Spearman","OID30786",0.825508083547603,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01011","SERPINA3","Alpha-1-antichymotrypsin",NA,"seq.2879.9","SERPINA3",-0.0456743663099243,3976,NA,NA,"No correlation","Spearman","OID30786",0.825508083547603,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01019","AGT","Angiotensinogen",NA,"seq.3484.60","AGT",0.43128071188517,3976,NA,NA,"Weak correlation","Spearman","OID30709",-0.0523935947734762,88,0.627817405208198,0.673129962469188,"No correlation","Spearman"
"Wang et al.","P01024","C3","Complement C3",NA,"seq.4480.59","C3",0.625279461939827,3976,NA,NA,"Moderate correlation","Spearman","OID30776",0.423813884681765,88,4.58378862100802e-05,7.9862613474044e-05,"Weak correlation","Spearman"
"Wang et al.","P01024","C3","Complement C3",NA,"seq.2754.50","C3",0.630886923562721,3976,NA,NA,"Moderate correlation","Spearman","OID30776",0.423813884681765,88,4.58378862100802e-05,7.9862613474044e-05,"Weak correlation","Spearman"
"Wang et al.","P01024","C3","Complement C3",NA,"seq.2755.8","C3",0.431865830554338,3976,NA,NA,"Weak correlation","Spearman","OID30776",0.423813884681765,88,4.58378862100802e-05,7.9862613474044e-05,"Weak correlation","Spearman"
"Wang et al.","P01024","C3","Complement C3",NA,"seq.2683.1","C3",0.663237847730888,3976,NA,NA,"Moderate correlation","Spearman","OID30776",0.423813884681765,88,4.58378862100802e-05,7.9862613474044e-05,"Weak correlation","Spearman"
"Wang et al.","P01024","C3","Complement C3",NA,"seq.4900.8","C3",0.378851225971525,3976,NA,NA,"Weak correlation","Spearman","OID30776",0.423813884681765,88,4.58378862100802e-05,7.9862613474044e-05,"Weak correlation","Spearman"
"Wang et al.","P01024","C3","Complement C3",NA,"seq.5803.24","C3",0.634672185604471,3976,NA,NA,"Moderate correlation","Spearman","OID30776",0.423813884681765,88,4.58378862100802e-05,7.9862613474044e-05,"Weak correlation","Spearman"
"Wang et al.","P01031","C5","Complement C5",NA,"seq.4482.66","C5",0.217654336269598,3976,NA,NA,"No correlation","Spearman","OID30744",0.501356063541263,88,9.3777221365822e-07,1.84450318679465e-06,"Moderate correlation","Spearman"
"Wang et al.","P01031","C5","Complement C5",NA,"seq.2851.63","C5",0.236150701471518,3976,NA,NA,"No correlation","Spearman","OID30744",0.501356063541263,88,9.3777221365822e-07,1.84450318679465e-06,"Moderate correlation","Spearman"
"Wang et al.","P01031","C5","Complement C5",NA,"seq.2381.52","C5",0.219139730021149,3976,NA,NA,"No correlation","Spearman","OID30744",0.501356063541263,88,9.3777221365822e-07,1.84450318679465e-06,"Moderate correlation","Spearman"
"Wang et al.","P01033","TIMP1","Metalloproteinase inhibitor 1",NA,"seq.2211.9","TIMP1",0.63647779162323,3976,NA,NA,"Moderate correlation","Spearman","OID20418",0.790708323060125,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01033","TIMP1","Metalloproteinase inhibitor 1",NA,"seq.25967.34","TIMP1",0.684253014188243,3976,NA,NA,"Moderate correlation","Spearman","OID20418",0.790708323060125,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01033","TIMP1","Metalloproteinase inhibitor 1",NA,"seq.23173.3","TIMP1",0.795450265266935,3976,NA,NA,"Strong correlation","Spearman","OID20418",0.790708323060125,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01034","CST3","Cystatin-C",NA,"seq.2609.59","CST3",0.758734926216081,3976,NA,NA,"Strong correlation","Spearman","OID20400",0.727202282413441,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01127","PDGFB","Platelet-derived growth factor subunit B",NA,"seq.4149.8","PDGFB",0.949452831583012,3976,NA,NA,"Strong correlation","Spearman","OID20741",0.0253469010175763,46,0.866988490096708,0.891466307212371,"No correlation","Spearman"
"Wang et al.","P01130","LDLR","Low-density lipoprotein receptor",NA,"seq.13129.40","LDLR",-0.0698851951002395,3976,NA,NA,"No correlation","Spearman","OID20240",0.848138494593357,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P01133","EGF","Pro-epidermal growth factor",NA,"seq.5509.7","EGF",0.230895788783486,3976,NA,NA,"No correlation","Spearman","OID20698",-0.151515151515151,10,0.681807643477163,0.722780121582833,"No correlation","Spearman"
"Wang et al.","P01133","EGF","Pro-epidermal growth factor",NA,"seq.11949.25","EGF",-0.0449174828875281,3976,NA,NA,"No correlation","Spearman","OID20698",-0.151515151515151,10,0.681807643477163,0.722780121582833,"No correlation","Spearman"
"Wang et al.","P01137","TGFB1","Transforming growth factor beta-1 proprotein",NA,"seq.21925.15","TGFB1",0.0686431927409603,3976,NA,NA,"No correlation","Spearman","OID20621",0.53756472121447,88,1.10128955448564e-07,2.35930912146923e-07,"Moderate correlation","Spearman"
"Wang et al.","P01137","TGFB1","Transforming growth factor beta-1 proprotein",NA,"seq.2333.72","TGFB1",0.20055153152515,3976,NA,NA,"No correlation","Spearman","OID20621",0.53756472121447,88,1.10128955448564e-07,2.35930912146923e-07,"Moderate correlation","Spearman"
"Wang et al.","P01137","TGFB1","Transforming growth factor beta-1 proprotein",NA,"seq.14108.15","TGFB1",0.598321361140905,3976,NA,NA,"Moderate correlation","Spearman","OID20621",0.53756472121447,88,1.10128955448564e-07,2.35930912146923e-07,"Moderate correlation","Spearman"
"Wang et al.","P01225","FSHB","Follitropin subunit beta",NA,"seq.8036.75","FSHB",-0.0556846705466475,3976,NA,NA,"No correlation","Spearman","OID30233",0.881538461538462,25,2.22649529732957e-06,4.26053083166963e-06,"Strong correlation","Spearman"
"Wang et al.","P01236","PRL","Prolactin",NA,"seq.10967.12","PRL",0.865058763333474,3976,NA,NA,"Strong correlation","Spearman","OID21033",0.699701840808919,57,1.45409801451777e-09,3.60808056789134e-09,"Moderate correlation","Spearman"
"Wang et al.","P01236","PRL","Prolactin",NA,"seq.2585.2","PRL",0.891132652691026,3976,NA,NA,"Strong correlation","Spearman","OID21033",0.699701840808919,57,1.45409801451777e-09,3.60808056789134e-09,"Moderate correlation","Spearman"
"Wang et al.","P01266","TG","Thyroglobulin",NA,"seq.18839.24","TG",0.135656297982144,3976,NA,NA,"No correlation","Spearman","OID31359",0.324696356275304,39,0.0442362566221733,0.0580729461935275,"Weak correlation","Spearman"
"Wang et al.","P01275","GCG","Pro-glucagon",NA,"seq.4891.50","GCG",0.747784042959019,3976,NA,NA,"Strong correlation","Spearman","OID21263",0.568428470754052,44,7.65238857864283e-05,0.000130506747814014,"Moderate correlation","Spearman"
"Wang et al.","P01591","JCHAIN","Immunoglobulin J chain",NA,"seq.15306.20","JCHAIN",-0.0377619680129219,3976,NA,NA,"No correlation","Spearman","OID20494",0.517382269028918,88,3.74323606837098e-07,7.6146189571006e-07,"Moderate correlation","Spearman"
"Wang et al.","P01732","CD8A","T-cell surface glycoprotein CD8 alpha chain",NA,"seq.15462.28","CD8A",0.543268327851868,3976,NA,NA,"Moderate correlation","Spearman","OID21018",0.651948051948052,21,0.00176690886614429,0.00268123670682379,"Moderate correlation","Spearman"
"Wang et al.","P01732","CD8A","T-cell surface glycoprotein CD8 alpha chain",NA,"seq.21692.12","CD8A",0.0663260266018302,3976,NA,NA,"No correlation","Spearman","OID21018",0.651948051948052,21,0.00176690886614429,0.00268123670682379,"Moderate correlation","Spearman"
"Wang et al.","P01732","CD8A","T-cell surface glycoprotein CD8 alpha chain",NA,"seq.5992.50","CD8A",0.732004333958876,3976,NA,NA,"Strong correlation","Spearman","OID21018",0.651948051948052,21,0.00176690886614429,0.00268123670682379,"Moderate correlation","Spearman"
"Wang et al.","P01833","PIGR","Polymeric immunoglobulin receptor",NA,"seq.3216.2","PIGR",0.552513415472119,3976,NA,NA,"Moderate correlation","Spearman","OID21102",0.546810608995809,88,6.10131582838174e-08,1.32724192104874e-07,"Moderate correlation","Spearman"
"Wang et al.","P02144","MB","Myoglobin",NA,"seq.3042.7","MB",0.604278036135135,3976,NA,NA,"Moderate correlation","Spearman","OID20263",0.89544221760417,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P02452","COL1A1","Collagen alpha-1(I) chain",NA,"seq.11140.56","COL1A1",0.728670447537098,3976,NA,NA,"Strong correlation","Spearman","OID20335",0.82172167236096,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P02452","COL1A1","Collagen alpha-1(I) chain",NA,"seq.13484.69","COL1A1",-0.0430821802875372,3976,NA,NA,"No correlation","Spearman","OID20335",0.82172167236096,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P02461","COL3A1","Collagen alpha-1(III) chain",NA,"seq.18880.81","COL3A1",0.467447133561762,3976,NA,NA,"Weak correlation","Spearman","OID30379",0.773114719453348,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P02533","KRT14","Keratin, type I cytoskeletal 14",NA,"seq.22482.87","KRT14",-0.0196732869765525,3976,NA,NA,"No correlation","Spearman","OID20800",-0.00704448592863936,88,0.948019082579098,0.957212474661608,"No correlation","Spearman"
"Wang et al.","P02647","APOA1","Apolipoprotein A-I",NA,"seq.2750.3","APOA1",0.238147847416244,3976,NA,NA,"No correlation","Spearman","OID30769",0.767288785576744,88,2.83435405100771e-18,8.3550541085841e-18,"Strong correlation","Spearman"
"Wang et al.","P02649","APOE","Apolipoprotein E",NA,"seq.5312.49","APOE",0.346627189926852,3976,NA,NA,"Weak correlation","Spearman","OID30727",0.484768433524271,88,1.70020890399134e-06,3.28687645994217e-06,"Weak correlation","Spearman"
"Wang et al.","P02649","APOE","Apolipoprotein E",NA,"seq.2418.55","APOE",0.416342977193857,3976,NA,NA,"Weak correlation","Spearman","OID30727",0.484768433524271,88,1.70020890399134e-06,3.28687645994217e-06,"Weak correlation","Spearman"
"Wang et al.","P02649","APOE","Apolipoprotein E",NA,"seq.2938.55","APOE",0.384905693332509,3976,NA,NA,"Weak correlation","Spearman","OID30727",0.484768433524271,88,1.70020890399134e-06,3.28687645994217e-06,"Weak correlation","Spearman"
"Wang et al.","P02649","APOE","Apolipoprotein E",NA,"seq.2937.10","APOE",0.410592981809981,3976,NA,NA,"Weak correlation","Spearman","OID30727",0.484768433524271,88,1.70020890399134e-06,3.28687645994217e-06,"Weak correlation","Spearman"
"Wang et al.","P02652","APOA2","Apolipoprotein A-II",NA,"seq.7127.3","APOA2",0.0584980857213616,3976,NA,NA,"No correlation","Spearman","OID30686",0.00405057940896763,88,0.970124637455413,0.976091802226809,"No correlation","Spearman"
"Wang et al.","P02654","APOC1","Apolipoprotein C-I",NA,"seq.15364.101","APOC1",0.290453915617651,3976,NA,NA,"No correlation","Spearman","OID30749",0.749501380292303,88,4.45481360846972e-17,1.28631318771415e-16,"Strong correlation","Spearman"
"Wang et al.","P02671","FGA","Fibrinogen alpha chain",NA,"seq.4907.56","FGA",0.640263753166505,3976,NA,NA,"Moderate correlation","Spearman","OID30788",0.750061639251876,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P02671","FGA","Fibrinogen alpha chain",NA,"seq.2796.62","FGA",0.361949232634493,3976,NA,NA,"Weak correlation","Spearman","OID30788",0.750061639251876,88,0,0,"Strong correlation","Spearman"
"Wang et al.","P02743","APCS","Serum amyloid P-component",NA,"seq.2474.54","APCS",0.809672275620829,3976,NA,NA,"Strong correlation","Spearman","OID30778",0.792134831460674,88,0,0,"Strong correlation","Spearman"
