"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NS98","SEMA3G","Semaphorin-3G",NA,"5628-21",0.462970339608513,78,NA,NA,"Weak correlation","Spearman","OID30599",-0.148295887324389,88,0.167930144832668,0.203863584425894,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NTU7","CBLN4","Cerebellin-4",NA,"5688-65",0.770963214001189,78,NA,NA,"Strong correlation","Spearman","OID21386",0.718308618928534,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NZK5","ADA2","Adenosine deaminase 2",NA,"6077-63",0.6191656444821,78,NA,NA,"Moderate correlation","Spearman","OID20394",0.840261175473853,88,1.3913943196152e-24,4.30379229272757e-24,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NZN3","EHD3","EH domain-containing protein 3",NA,"25232-4",0.912694900036672,78,NA,NA,"Strong correlation","Spearman","OID30229",0.84310168715438,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NZP8","C1RL","Complement C1r subcomponent-like protein",NA,"9348-1",0.32748264393834,78,NA,NA,"Weak correlation","Spearman","OID30721",0.601211651579726,88,3.31686503108651e-10,8.5692005036537e-10,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9P0K1","ADAM22","Disintegrin and metalloproteinase domain-containing protein 22",NA,"7933-75",0.0737652721214365,78,NA,NA,"No correlation","Spearman","OID21001",0.447552447552448,12,0.147205377767155,0.180450457653766,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9P232","CNTN3","Contactin-3",NA,"20586-18",0.643799238735947,78,NA,NA,"Moderate correlation","Spearman","OID21092",0.785125567961678,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9P2T1","GMPR2","GMP reductase 2",NA,"19446-1",0.737325965174066,78,NA,NA,"Strong correlation","Spearman","OID30623",0.41958041958042,12,0.176577010697551,0.212986586621298,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBP4","DKK3","Dickkopf-related protein 3",NA,"10746-24",0.481101177303709,78,NA,NA,"Weak correlation","Spearman","OID20264",0.824504244302772,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBP4","DKK3","Dickkopf-related protein 3",NA,"3607-71",0.516432934154453,78,NA,NA,"Moderate correlation","Spearman","OID20264",0.824504244302772,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBQ7","GRHPR","Glyoxylate reductase/hydroxypyruvate reductase",NA,"18295-102",0.279151228518317,78,NA,NA,"No correlation","Spearman","OID30289",0.556848228450555,62,3.90559344587885e-06,7.32460963521133e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBR1","UPB1","Beta-ureidopropionase",NA,"22091-14",-0.0686695279103444,78,NA,NA,"No correlation","Spearman","OID30352",0.395604395604396,13,0.182195776349148,0.219295342748601,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBR2","CTSZ","Cathepsin Z",NA,"4971-1",0.71059320426409,78,NA,NA,"Strong correlation","Spearman","OID20365",0.68542848085661,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBW5","BIN2","Bridging integrator 2",NA,"21540-73",0.807180161610541,78,NA,NA,"Strong correlation","Spearman","OID21067",0.845567257229404,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBX1","CTSF","Cathepsin F",NA,"8393-121",-0.127433561235462,78,NA,NA,"No correlation","Spearman","OID21500",0.785935683843472,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UBX1","CTSF","Cathepsin F",NA,"9212-22",0.543241568558024,78,NA,NA,"Moderate correlation","Spearman","OID21500",0.785935683843472,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UEW3","MARCO","Macrophage receptor MARCO",NA,"20134-27",0.327231570149371,78,NA,NA,"Weak correlation","Spearman","OID20210",0.65490824557078,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UEW3","MARCO","Macrophage receptor MARCO",NA,"9003-99",-0.19852299599135,78,NA,NA,"No correlation","Spearman","OID20210",0.65490824557078,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UFP1","GASK1A","Golgi-associated kinase 1A",NA,"31678-14",0.31264400921659,78,NA,NA,"Weak correlation","Spearman","OID30109",0.764492224193717,66,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UGM5","FETUB","Fetuin-B",NA,"3367-8",0.53924556456202,78,NA,NA,"Moderate correlation","Spearman","OID20404",0.84651826282977,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UHL4","DPP7","Dipeptidyl peptidase 2",NA,"8346-9",0.197613763542712,78,NA,NA,"No correlation","Spearman","OID20142",0.746348958959714,88,7.08687810250084e-17,2.03589958720699e-16,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UHN6","CEMIP2","Cell surface hyaluronidase",NA,"8992-1",-0.165052226928395,78,NA,NA,"No correlation","Spearman","OID30499",0.196480938416422,32,0.279893119162531,0.324473331032159,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UHV9","PFDN2","Prefoldin subunit 2",NA,"19243-2",0.425459319213606,78,NA,NA,"Weak correlation","Spearman","OID20892",0.166281755332791,42,0.292590165739599,0.337075813387763,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UI42","CPA4","Carboxypeptidase A4",NA,"9267-2",0.495896508554736,78,NA,NA,"Weak correlation","Spearman","OID30606",0.319688542825362,30,0.0854209270753891,0.108359805245072,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UIB8","CD84","SLAM family member 5",NA,"3642-4",0.302408366376171,78,NA,NA,"Weak correlation","Spearman","OID20607",0.238579127188194,88,0.0254102909831045,0.0342341509784308,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UIB8","CD84","SLAM family member 5",NA,"8073-3",0.0618637530706102,78,NA,NA,"No correlation","Spearman","OID20607",0.238579127188194,88,0.0254102909831045,0.0342341509784308,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UJ70","NAGK","N-acetyl-D-glucosamine kinase",NA,"3894-15",0.323081981309829,78,NA,NA,"Weak correlation","Spearman","OID30271",0.0238095238095238,8,0.976785714285714,0.98025873015873,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UJA9","ENPP5","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5",NA,"6556-5",0.395364679748241,78,NA,NA,"Weak correlation","Spearman","OID20736",0.757894736842105,39,2.47355813203611e-07,5.08678894548045e-07,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UJC5","SH3BGRL2","SH3 domain-binding glutamic acid-rich-like protein 2",NA,"19113-66",0.716460754435438,78,NA,NA,"Strong correlation","Spearman","OID30863",0.324267920593826,88,0.00205513820479218,0.00307318017643757,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UJU6","DBNL","Drebrin-like protein",NA,"4978-54",0.58707115669141,78,NA,NA,"Moderate correlation","Spearman","OID20681",0.845479201155296,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UJU6","DBNL","Drebrin-like protein",NA,"9755-19",0.361524551397969,78,NA,NA,"Weak correlation","Spearman","OID20681",0.845479201155296,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UK05","GDF2","Growth/differentiation factor 2",NA,"30692-13",0.560237231123307,78,NA,NA,"Moderate correlation","Spearman","OID20202",-0.176024092141876,88,0.100867242013943,0.126955536492465,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UK05","GDF2","Growth/differentiation factor 2",NA,"4880-21",0.120322715259424,78,NA,NA,"No correlation","Spearman","OID20202",-0.176024092141876,88,0.100867242013943,0.126955536492465,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UK23","NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase",NA,"11208-15",0.351964491204997,78,NA,NA,"Weak correlation","Spearman","OID30643",0.261103870945018,88,0.0142199772449262,0.0196023862143121,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UKK9","NUDT5","ADP-sugar pyrophosphatase",NA,"17761-2",0.583378646669786,78,NA,NA,"Moderate correlation","Spearman","OID21115",0.786820774162546,78,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UKU9","ANGPTL2","Angiopoietin-related protein 2",NA,"33706-2",0.0804891311220425,78,NA,NA,"No correlation","Spearman","OID20726",0.119108739361904,78,0.298293036326109,0.342596986787566,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UKX5","ITGA11","Integrin alpha-11",NA,"20181-17",-0.191731843591984,78,NA,NA,"No correlation","Spearman","OID20581",0.731164805748301,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UL46","PSME2","Proteasome activator complex subunit 2",NA,"17694-32",0.66972268238091,78,NA,NA,"Moderate correlation","Spearman","OID20989",0.696611602268325,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9ULA0","DNPEP","Aspartyl aminopeptidase",NA,"25037-4",0.33393400229554,78,NA,NA,"Weak correlation","Spearman","OID31118",0.124805339265851,30,0.509537155787013,0.56178461805033,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9ULC4","MCTS1","Malignant T-cell-amplified sequence 1",NA,"12488-9",0.201001530115454,78,NA,NA,"No correlation","Spearman","OID31444",0.0977591036414566,35,0.575049333856453,0.623062090138134,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UM47","NOTCH3","Neurogenic locus notch homolog protein 3",NA,"5108-72",0.589473817321919,78,NA,NA,"Moderate correlation","Spearman","OID20253",0.606723961818886,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UMF0","ICAM5","Intercellular adhesion molecule 5",NA,"5124-62",0.58785950891214,78,NA,NA,"Moderate correlation","Spearman","OID20145",0.660483870967742,31,7.85644759093132e-05,0.000133784756111033,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UMF0","ICAM5","Intercellular adhesion molecule 5",NA,"5124-69",0.544534412955466,78,NA,NA,"Moderate correlation","Spearman","OID20145",0.660483870967742,31,7.85644759093132e-05,0.000133784756111033,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UMF0","ICAM5","Intercellular adhesion molecule 5",NA,"8245-27",0.612098427887902,78,NA,NA,"Moderate correlation","Spearman","OID20145",0.660483870967742,31,7.85644759093132e-05,0.000133784756111033,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UMX5","NENF","Neudesin",NA,"26001-2",0.526903476270565,78,NA,NA,"Moderate correlation","Spearman","OID31354",-0.0369483286957134,88,0.732067529541918,0.767442930030573,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UMX5","NENF","Neudesin",NA,"9219-70",0.101126721379886,78,NA,NA,"No correlation","Spearman","OID31354",-0.0369483286957134,88,0.732067529541918,0.767442930030573,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UN19","DAPP1","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide",NA,"11615-16",0.662894067957359,78,NA,NA,"Moderate correlation","Spearman","OID20524",0.582758620689655,29,0.00111976667170728,0.00172943443550961,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UNN8","PROCR","Endothelial protein C receptor",NA,"24023-35",0.543620936025999,78,NA,NA,"Moderate correlation","Spearman","OID30149",0.421894262266211,88,4.99357847210143e-05,8.67346168461925e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UNZ2","NSFL1C","NSFL1 cofactor p47",NA,"4250-23",0.685858445352116,78,NA,NA,"Moderate correlation","Spearman","OID21022",0.829893276038181,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9UP79","ADAMTS8","A disintegrin and metalloproteinase with thrombospondin motifs 8",NA,"34255-32",0.481448696262477,78,NA,NA,"Weak correlation","Spearman","OID21502",0.72304324028462,28,2.34508669685003e-05,4.13042571098859e-05,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y240","CLEC11A","C-type lectin domain family 11 member A",NA,"2966-65",0.72708304353874,78,NA,NA,"Strong correlation","Spearman","OID21112",0.141172119564432,88,0.189534392791792,0.227642903682908,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y240","CLEC11A","C-type lectin domain family 11 member A",NA,"4500-50",0.75917753132943,78,NA,NA,"Strong correlation","Spearman","OID21112",0.141172119564432,88,0.189534392791792,0.227642903682908,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y251","HPSE","Heparanase",NA,"5604-30",0.472302838328326,78,NA,NA,"Weak correlation","Spearman","OID30409",0.843753302102779,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y266","NUDC","Nuclear migration protein nudC",NA,"8871-14",0.303240223489885,78,NA,NA,"Weak correlation","Spearman","OID20623",0.103331451157538,22,0.646249419890467,0.688316599109752,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y266","NUDC","Nuclear migration protein nudC",NA,"8887-21",0.399363794100636,78,NA,NA,"Weak correlation","Spearman","OID20623",0.103331451157538,22,0.646249419890467,0.688316599109752,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y275","TNFSF13B","Tumor necrosis factor ligand superfamily member 13B",NA,"3059-50",0.0608986787544649,78,NA,NA,"No correlation","Spearman","OID20272",0.418037406220281,88,5.92238762115036e-05,0.000102238159392642,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y279","VSIG4","V-set and immunoglobulin domain-containing protein 4",NA,"17678-28",0.831148795201146,78,NA,NA,"Strong correlation","Spearman","OID21144",0.87504843084076,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y2E5","MAN2B2","Epididymis-specific alpha-mannosidase",NA,"9251-28",0.678549298802463,78,NA,NA,"Moderate correlation","Spearman","OID30306",0.882959753802691,88,5.52945727159639e-30,1.74378694403137e-29,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y2V2","CARHSP1","Calcium-regulated heat-stable protein 1",NA,"12808-103",0.0137839798588606,78,NA,NA,"No correlation","Spearman","OID20859",0.445449833395039,74,8.28634595527734e-05,0.000140892840113074,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y2Y8","PRG3","Proteoglycan 3",NA,"9015-1",0.366074463961731,78,NA,NA,"Weak correlation","Spearman","OID30383",0.841814370116257,54,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y2Z0","SUGT1","Protein SGT1 homolog",NA,"17818-22",0.548876244665718,78,NA,NA,"Moderate correlation","Spearman","OID21229",0.0883275261324042,41,0.581698108572719,0.62833583720295,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y3B8","REXO2","Oligoribonuclease, mitochondrial",NA,"13590-1",0.253379531860544,78,NA,NA,"No correlation","Spearman","OID30075",-0.0581874537705611,88,0.589584599482167,0.635760279670838,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y4C0","NRXN3","Neurexin-3",NA,"16323-8",0.121663146979603,78,NA,NA,"No correlation","Spearman","OID30901",-0.0776487663280116,53,0.579497148629805,0.627279272102636,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y4L1","HYOU1","Hypoxia up-regulated protein 1",NA,"21497-32",0.353279631760644,78,NA,NA,"Weak correlation","Spearman","OID20300",0.683679175093692,88,2.12699477562784e-13,5.78645084743093e-13,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y5C1","ANGPTL3","Angiopoietin-related protein 3",NA,"10382-1",0.698124660149976,78,NA,NA,"Moderate correlation","Spearman","OID20407",0.795921242647318,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y5C1","ANGPTL3","Angiopoietin-related protein 3",NA,"10391-1",0.757154238166896,78,NA,NA,"Strong correlation","Spearman","OID20407",0.795921242647318,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y5Y7","LYVE1","Lymphatic vessel endothelial hyaluronic acid receptor 1",NA,"3206-4",0.5365141187926,78,NA,NA,"Moderate correlation","Spearman","OID30728",0.759501250396253,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y639","NPTN","Neuroplastin",NA,"7194-36",0.17749853886616,78,NA,NA,"No correlation","Spearman","OID21235",0.292338709677419,31,0.110596219576797,0.138429192796235,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y646","CPQ","Carboxypeptidase Q",NA,"9394-19",0.605634871457656,78,NA,NA,"Moderate correlation","Spearman","OID30406",0.789913968488662,88,5.85846456872389e-20,1.76378839949047e-19,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y6E0","STK24","Serine/threonine-protein kinase 24",NA,"12617-2",0.893321868005412,78,NA,NA,"Strong correlation","Spearman","OID20837",0.588352699931647,76,4.41883821096014e-08,9.76295174202348e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9Y6N7","ROBO1","Roundabout homolog 1",NA,"5740-17",0.449107854171145,78,NA,NA,"Weak correlation","Spearman","OID20734",0.577630234933606,88,6.65779384992703e-09,1.54982458898301e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","P05787","KRT8","Keratin, type II cytoskeletal 8",NA,"33744-20",-0.115016685205784,78,NA,NA,"No correlation","Spearman","OID30865",0.198930394619561,42,0.20589315813948,0.245722384291198,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","P30405","PPIF","Peptidyl-prolyl cis-trans isomerase F, mitochondrial",NA,"5248-68",0.367498231259036,78,NA,NA,"Weak correlation","Spearman","OID30385",0.318627450980392,17,0.212229311904975,0.252676113555088,"Weak correlation","Spearman"
