"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","Panel_Lot_Nr","PlateID","Analyzed.MS","Detected.MS","Perc.Missing.MS","Analyzed.Olink","Detected.Olink","Perc.Missing.Olink","Overlapping","Detected.Platform","In.HPA","In.HPA.Plasma","In.HPPP","In.Ref.Plasma.Proteome"
"Q15155",NA,NA,"OID21106","NOMO1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P63313",NA,NA,"OID21118","TMSB10","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P00749",NA,NA,"OID21124","PLAU","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P22749",NA,NA,"OID21132","GNLY","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P06734",NA,NA,"OID21133","FCER2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q08431",NA,NA,"OID21134","MFGE8","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O15117",NA,NA,"OID21140","FYB1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q969Z4",NA,NA,"OID21142","RELT","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"Q9NQ38",NA,NA,"OID21148","SPINK5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9Y624",NA,NA,"OID21151","F11R","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P22307",NA,NA,"OID21161","SCP2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,59.0909090909091,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6NXT1",NA,NA,"OID21162","ANKRD54","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q7Z6M1",NA,NA,"OID21163","RABEPK","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,7.95454545454545,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q7Z7D3",NA,NA,"OID21164","VTCN1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,12.5,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8IWL2",NA,NA,"OID21165","SFTPA1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,38.6363636363636,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q92982",NA,NA,"OID21167","NINJ1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P01242",NA,NA,"OID21168","GH2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,70.4545454545455,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6PGN9",NA,NA,"OID21169","PSRC1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O14662",NA,NA,"OID21170","STX16","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,21.5909090909091,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O60828",NA,NA,"OID21172","PQBP1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,2.27272727272727,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"A4D1B5",NA,NA,"OID21173","GSAP","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,10.2272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q7LG56",NA,NA,"OID21174","RRM2B","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9P0J1",NA,NA,"OID21176","PDP1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,61.3636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P49788",NA,NA,"OID21177","RARRES1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,97.7272727272727,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"Q9H4P4",NA,NA,"OID21179","RNF41","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q15797",NA,NA,"OID21180","SMAD1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,28.4090909090909,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y5V3",NA,NA,"OID21181","MAGED1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,23.8636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8N5S9",NA,NA,"OID21182","CAMKK1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,7.95454545454545,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P43629",NA,NA,"OID21185","KIR3DL1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,28.4090909090909,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q08AG7",NA,NA,"OID21186","MZT1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,25,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P31350",NA,NA,"OID21187","RRM2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P41586",NA,NA,"OID21188","ADCYAP1R1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8NBZ7",NA,NA,"OID21189","UXS1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P39748",NA,NA,"OID21192","FEN1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6BAA4",NA,NA,"OID21193","FCRLB","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P50749",NA,NA,"OID21194","RASSF2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O75493",NA,NA,"OID21195","CA11","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P43628",NA,NA,"OID21196","KIR2DL3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y243",NA,NA,"OID21197","AKT3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,52.2727272727273,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P21810",NA,NA,"OID21198","BGN","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P35070",NA,NA,"OID21199","BTC","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q9UKR0",NA,NA,"OID21201","KLK12","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,36.3636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P46060",NA,NA,"OID21203","RANGAP1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,96.5909090909091,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q7Z434",NA,NA,"OID21204","MAVS","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q05516",NA,NA,"OID21205","ZBTB16","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q7L5Y9",NA,NA,"OID21206","MAEA","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,48.8636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P07332",NA,NA,"OID21207","FES","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,FALSE,100,FALSE,"None",TRUE,FALSE,FALSE,FALSE
"P34130",NA,NA,"OID21208","NTF4","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96NB1",NA,NA,"OID21209","CEP20","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,39.7727272727273,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y265",NA,NA,"OID21211","RUVBL1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,3.40909090909091,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O00221",NA,NA,"OID21212","NFKBIE","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UKS7",NA,NA,"OID21213","IKZF2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,85.2272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9P0V8",NA,NA,"OID21214","SLAMF8","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P31994",NA,NA,"OID21215","FCGR2B","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,3.40909090909091,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q3B7J2",NA,NA,"OID21216","GFOD2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,21.5909090909091,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q13490",NA,NA,"OID21217","BIRC2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,15.9090909090909,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O43752",NA,NA,"OID21219","STX6","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O60907",NA,NA,"OID21220","TBL1X","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UQQ2",NA,NA,"OID21222","SH2B3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O75380",NA,NA,"OID21224","NDUFS6","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O75569",NA,NA,"OID21225","PRKRA","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O95786",NA,NA,"OID21226","DDX58","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q6EIG7",NA,NA,"OID21228","CLEC6A","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8WUX2",NA,NA,"OID21230","CHAC2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y223",NA,NA,"OID21231","GNE","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,3.40909090909091,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P04637",NA,NA,"OID21232","TP53","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,73.8636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q06787",NA,NA,"OID21233","FMR1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,95.4545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P55008",NA,NA,"OID21234","AIF1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,13.6363636363636,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9BUE0",NA,NA,"OID21236","MED18","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P01375",NA,NA,"OID21237","TNF","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"P30260",NA,NA,"OID21238","CDC27","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q01543",NA,NA,"OID21239","FLI1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O00186",NA,NA,"OID21240","STXBP3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,60.2272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q6P2H3",NA,NA,"OID21241","CEP85","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,9.09090909090909,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q16772",NA,NA,"OID21242","GSTA3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,13.6363636363636,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8TD06",NA,NA,"OID21243","AGR3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,25,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P40198",NA,NA,"OID21245","CEACAM3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,70.4545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8WYN0",NA,NA,"OID21246","ATG4A","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P14136",NA,NA,"OID21247","GFAP","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P01229",NA,NA,"OID21248","LHB","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q9BSW2",NA,NA,"OID21249","CRACR2A","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UQB8",NA,NA,"OID21250","BAIAP2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6UX82",NA,NA,"OID21251","LYPD8","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,30.6818181818182,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UHF1",NA,NA,"OID21252","EGFL7","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q99683",NA,NA,"OID21253","MAP3K5","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96DU3",NA,NA,"OID21254","SLAMF6","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P42331",NA,NA,"OID21255","ARHGAP25","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P35637",NA,NA,"OID21256","FUS","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P06850",NA,NA,"OID21257","CRH","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P55789",NA,NA,"OID21259","GFER","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q9Y5L3",NA,NA,"OID21260","ENTPD2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P0CG37",NA,NA,"OID21261","CFC1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96PQ0",NA,NA,"OID21262","SORCS2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9NX58",NA,NA,"OID21264","LYAR","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,86.3636363636364,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P10747",NA,NA,"OID21265","CD28","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q13145",NA,NA,"OID21267","BAMBI","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,12.5,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O14713",NA,NA,"OID21268","ITGB1BP1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,13.6363636363636,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O43524",NA,NA,"OID21271","FOXO3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,2.27272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P08069",NA,NA,"OID21274","IGF1R","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q8TE58",NA,NA,"OID21275","ADAMTS15","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P05231",NA,NA,"OID21276","IL6","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q15427",NA,NA,"OID21278","SF3B4","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9UHD8",NA,NA,"OID21279","SEPTIN9","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P00519",NA,NA,"OID21280","ABL1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q5VIR6",NA,NA,"OID21281","VPS53","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P61218",NA,NA,"OID21283","POLR2F","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q86WD7",NA,NA,"OID21284","SERPINA9","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q9Y6A5",NA,NA,"OID21285","TACC3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9NUY8",NA,NA,"OID21286","TBC1D23","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"O95831",NA,NA,"OID21287","AIFM1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q7L5N7",NA,NA,"OID21290","LPCAT2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UKR3",NA,NA,"OID21291","KLK13","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9GZY6",NA,NA,"OID21292","LAT2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y653",NA,NA,"OID21294","ADGRG1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P55273",NA,NA,"OID21295","CDKN2D","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P10606",NA,NA,"OID21297","COX5B","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,56.8181818181818,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9UJ71",NA,NA,"OID21298","CD207","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P17948",NA,NA,"OID21301","FLT1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9Y662",NA,NA,"OID21303","HS3ST3B1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P05937",NA,NA,"OID21306","CALB1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9HAV7",NA,NA,"OID21309","GRPEL1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O95498",NA,NA,"OID21310","VNN2","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9BTE6",NA,NA,"OID21311","AARSD1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O75054",NA,NA,"OID21312","IGSF3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UK85",NA,NA,"OID21313","DKKL1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O15357",NA,NA,"OID21314","INPPL1","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P18627",NA,NA,"OID21315","LAG3","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P28907",NA,NA,"OID21316","CD38","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8N129",NA,NA,"OID21317","CNPY4","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q49AH0",NA,NA,"OID21318","CDNF","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P38936",NA,NA,"OID21319","CDKN1A","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96EK5",NA,NA,"OID21320","KIFBP","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q7Z5A7",NA,NA,"OID21321","TAFA5","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96RT1",NA,NA,"OID21323","ERBIN","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P37108",NA,NA,"OID21324","SRP14","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q86SJ6",NA,NA,"OID21325","DSG4","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q12846",NA,NA,"OID21326","STX4","Oncology","B04412","Run122_-_INFONC",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
