biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
P15104,P15104,,C,,canonical,0.999,0.000,39,0.052,13,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Glutamine synthetase isoform Iso 1 \GName=GLUL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=373 \SV=4 \EV=227 \PE=1 \ModResPsi=(2|MOD:00061|N-acetyl-L-threonine)(11|MOD:00134|N6-glycyl-L-lysine)(14|MOD:00134|N6-glycyl-L-lysine)(19|MOD:00046|,Homo sapiens
P15090,P15090,,C,,canonical,1.000,0.000,1495,4.849,21,,,,,,,,,P05413,1070,27,,,,"nP20K \PName=Fatty acid-binding protein, adipocyte isoform Iso 1 \GName=FABP4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=132 \SV=3 \EV=211 \PE=1 \ModResPsi=(2|MOD:00052|N-acetyl-L-cysteine)(13|MOD:00046|O-phospho-L-serine)(20|MOD:00048|O4'-phospho-L-ty",Homo sapiens
P15088,P15088,,C,,canonical,0.999,0.000,303,0.299,38,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Mast cell carboxypeptidase A isoform Iso 1 \GName=CPA3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=417 \SV=2 \EV=191 \PE=1 \ModResPsi=(173|MOD:00798|half cystine)(186|MOD:00798|half cystine)(245|MOD:00798|half cystine)(268|MOD:00798|half cy,Homo sapiens
P15086,P15086,,C,,canonical,1.000,0.000,7082,6.184,69,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Carboxypeptidase B isoform Iso 1 \GName=CPB1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=417 \SV=4 \EV=210 \PE=1 \ModResPsi=(173|MOD:00798|half cystine)(186|MOD:00798|half cystine)(245|MOD:00798|half cystine)(268|MOD:00798|half cystine)(259,Homo sapiens
P15085,P15085,,C,,canonical,1.000,0.000,7671,6.966,70,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Carboxypeptidase A1 isoform Iso 1 \GName=CPA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=419 \SV=2 \EV=196 \PE=1 \ModResPsi=(248|MOD:00798|half cystine)(271|MOD:00798|half cystine) \VariantSimple=(1|I)(1|T)(1|V)(2|Q)(2|W)(4|V)(9|F)(9|I)(12,Homo sapiens
P14927,P14927,,C,,canonical,1.000,0.000,2481,9.387,3,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Cytochrome b-c1 complex subunit 7 isoform Iso 1 \GName=UQCRB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=111 \SV=2 \EV=206 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(12|MOD:01819|N6-succinyl-L-lysine)(12|MOD:00064|N6-acetyl-L-lysine),Homo sapiens
P14923,P14923,,C,,canonical,1.000,0.000,6293,3.247,82,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Junction plakoglobin isoform Iso 1 \GName=JUP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=745 \SV=3 \EV=221 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(19|MOD:00047|O-phospho-L-threonine)(20|MOD:00048|O4'-phospho-L-tyrosine)(22|MOD,Homo sapiens
P14868,P14868,,C,,canonical,0.999,0.000,118,0.072,22,,,,,,,,,P14868,1282,23,,,,"nP20K \PName=Aspartate--tRNA ligase, cytoplasmic isoform Iso 1 \GName=DARS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=501 \SV=2 \EV=222 \PE=1 \ModResPsi=(10|MOD:00046|O-phospho-L-serine)(52|MOD:00047|O-phospho-L-threonine)(74|MOD:00064|N6-acetyl-L-lys",Homo sapiens
P14866,P14866,,C,,canonical,0.999,0.000,241,0.203,32,,,,,,,,,P14866,1281,50,,,,nP20K \PName=Heterogeneous nuclear ribonucleoprotein L isoform Iso 1 \GName=HNRNPL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=589 \SV=2 \EV=228 \PE=1 \ModResPsi=(52|MOD:00046|O-phospho-L-serine)(59|MOD:00134|N6-glycyl-L-lysine)(59|MOD:00134|N6-glycyl-L,Homo sapiens
P14854,P14854,,C,,canonical,0.999,0.000,31,0.101,5,,,,,,,,,P14854,1280,6,,,,nP20K \PName=Cytochrome c oxidase subunit 6B1 isoform Iso 1 \GName=COX6B1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=86 \SV=2 \EV=196 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(8|MOD:00134|N6-glycyl-L-lysine)(30|MOD:00798|half cystine)(65|MOD:00,Homo sapiens
P14780,P14780,,C,,canonical,1.000,0.000,5844,3.491,88,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Matrix metalloproteinase-9 isoform Iso 1 \GName=MMP9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=707 \SV=3 \EV=258 \PE=1 \ModResPsi=(230|MOD:00798|half cystine)(256|MOD:00798|half cystine)(244|MOD:00798|half cystine)(271|MOD:00798|half cyst,Homo sapiens
P14778,P14778,,C,,canonical,0.999,0.000,247,0.175,18,,,,,,,,,P14778,1279,17,,,,nP20K \PName=Interleukin-1 receptor type 1 isoform Iso 1 \GName=IL1R1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=569 \SV=1 \EV=235 \PE=1 \ModResPsi=(23|MOD:00798|half cystine)(104|MOD:00798|half cystine)(44|MOD:00798|half cystine)(96|MOD:00798|half cys,Homo sapiens
P14770,P14770,,C,,canonical,0.999,0.000,483,1.371,7,,,,,,,,,P14770,1278,3,,,,nP20K \PName=Platelet glycoprotein IX isoform Iso 1 \GName=GP9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=177 \SV=3 \EV=209 \PE=1 \ModRes=(60||N-linked (GlcNAc...) asparagine) \VariantSimple=(2|L)(5|R)(6|T)(6|V)(7|P)(8|L)(10|P)(13|I)(14|V)(16|V)(17|A)(,Homo sapiens
P14735,P14735,,C,,canonical,1.000,0.000,99,0.042,30,,,,,,,,,P14735,1277,35,,,,nP20K \PName=Insulin-degrading enzyme isoform Iso 1 \GName=IDE \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1019 \SV=4 \EV=219 \PE=1 \ModResPsi=(192|MOD:00064|N6-acetyl-L-lysine)(192|MOD:01819|N6-succinyl-L-lysine)(192|MOD:00134|N6-glycyl-L-lysine)(308|M,Homo sapiens
P14649,P14649,,C,,canonical,0.999,0.000,1534,2.679,8,,,,,,,,,P05976,1077,104,,,,nP20K \PName=Myosin light chain 6B isoform Iso 1 \GName=MYL6B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=208 \SV=1 \EV=195 \PE=1 \ModResPsi=(16|MOD:00046|O-phospho-L-serine)(114|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|L)(2|T)(4|E)(4|R)(5|T)(6|Y,Homo sapiens
P14625,P14625,,C,,canonical,1.000,0.000,18278,9.880,151,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Endoplasmin isoform Iso 1 \GName=HSP90B1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=803 \SV=1 \EV=247 \PE=1 \ModResPsi=(30|MOD:00047|O-phospho-L-threonine)(42|MOD:00046|O-phospho-L-serine)(64|MOD:00046|O-phospho-L-serine)(75|MOD:00134|N6-g,Homo sapiens
P14618,P14618,,C,,canonical,1.000,0.000,19786,14.490,182,,,,,,,,,P14618,1273,60,,,,"nP20K \PName=Pyruvate kinase PKM isoform M2 \GName=PKM \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=531 \SV=4 \EV=266 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(3|MOD:00083|N6,N6,N6-trimethyl-L-lysine)(3|MOD:00085|N6-methyl-L-lysine)(3|MOD:00134|N6",Homo sapiens
P14555,P14555,,C,,canonical,0.999,0.000,120,0.389,12,,,,,,,,,P14555,1272,7,,,,"nP20K \PName=Phospholipase A2, membrane associated isoform Iso 1 \GName=PLA2G2A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=144 \SV=2 \EV=233 \PE=1 \ModResPsi=(46|MOD:00798|half cystine)(137|MOD:00798|half cystine)(48|MOD:00798|half cystine)(64|MOD:0079",Homo sapiens
P14550,P14550,,C,,canonical,1.000,0.000,1054,1.139,32,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Aldo-keto reductase family 1 member A1 isoform Iso 1 \GName=AKR1A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=325 \SV=3 \EV=215 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(4|MOD:00046|O-phospho-L-serine)(38|MOD:00046|O-phospho-L-seri,Homo sapiens
P14543,P14543,,C,,canonical,1.000,0.000,13626,5.156,195,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Nidogen-1 isoform Iso 1 \GName=NID1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1247 \SV=3 \EV=229 \PE=1 \ModResPsi=(289|MOD:00181|O4'-sulfo-L-tyrosine)(296|MOD:00181|O4'-sulfo-L-tyrosine)(333|MOD:00046|O-phospho-L-serine)(390|MOD:00798|hal,Homo sapiens
P14415,P14415,,C,,canonical,0.999,0.000,34,0.051,5,,,,,,,,,P14415,1271,5,,,,nP20K \PName=Sodium/potassium-transporting ATPase subunit beta-2 isoform Iso 1 \GName=ATP1B2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=290 \SV=3 \EV=195 \PE=1 \ModResPsi=(129|MOD:00798|half cystine)(150|MOD:00798|half cystine)(160|MOD:00798|half cysti,Homo sapiens
P14406,P14406,,C,,canonical,0.999,0.000,38,0.216,3,,,,,,,,,P14406,1270,8,,,,"nP20K \PName=Cytochrome c oxidase subunit 7A2, mitochondrial isoform Iso 1 \GName=COX7A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=83 \SV=1 \EV=185 \PE=1 \ModResPsi=(33|MOD:00134|N6-glycyl-L-lysine)(33|MOD:00064|N6-acetyl-L-lysine)(46|MOD:00134|N6-gly",Homo sapiens
P14384,P14384,,C,,canonical,1.000,0.000,818,0.774,32,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Carboxypeptidase M isoform Iso 1 \GName=CPM \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=443 \SV=2 \EV=211 \PE=1 \ModResPsi=(138|MOD:00798|half cystine)(285|MOD:00798|half cystine)(242|MOD:00798|half cystine)(284|MOD:00798|half cystine)(341|,Homo sapiens
P14324,P14324,,C,,canonical,0.999,0.000,403,0.482,23,,,,,,,,,P14324,1269,21,,,,nP20K \PName=Farnesyl pyrophosphate synthase isoform Iso 1 \GName=FDPS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=419 \SV=4 \EV=233 \PE=1 \ModResPsi=(80|MOD:00134|N6-glycyl-L-lysine)(80|MOD:00064|N6-acetyl-L-lysine)(112|MOD:00134|N6-glycyl-L-lysine)(12,Homo sapiens
P14317,P14317,,C,,canonical,0.999,0.000,162,0.175,27,,,,,,,,,Q14247,2371,48,,,,nP20K \PName=Hematopoietic lineage cell-specific protein isoform Iso 1 \GName=HCLS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=486 \SV=3 \EV=221 \PE=1 \ModResPsi=(41|MOD:00064|N6-acetyl-L-lysine)(62|MOD:00046|O-phospho-L-serine)(97|MOD:00046|O-phospho-,Homo sapiens
P14314,P14314,,C,,canonical,1.000,0.000,4329,4.467,59,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Glucosidase 2 subunit beta isoform Iso 1 \GName=PRKCSH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=528 \SV=2 \EV=224 \PE=1 \ModResPsi=(24|MOD:00046|O-phospho-L-serine)(26|MOD:00047|O-phospho-L-threonine)(39|MOD:00798|half cystine)(58|MOD:00,Homo sapiens
P14222,P14222,,C,,canonical,0.999,0.000,1279,1.001,24,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Perforin-1 isoform Iso 1 \GName=PRF1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=555 \SV=1 \EV=218 \PE=1 \ModResPsi=(23|MOD:00798|half cystine)(76|MOD:00798|half cystine)(31|MOD:00798|half cystine)(73|MOD:00798|half cystine)(102|MOD:00798|h,Homo sapiens
P14210,P14210,,C,,canonical,0.999,0.000,1295,0.717,52,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Hepatocyte growth factor isoform Iso 1 \GName=HGF \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=728 \SV=2 \EV=249 \PE=1 \ModResPsi=(32|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(70|MOD:00798|half cystine)(96|MOD:00798|half cystine)(74|M,Homo sapiens
P14209,P14209,,C,,canonical,1.000,0.000,3018,9.788,185,,,,,,,,,P14209,1268,10,,,,nP20K \PName=CD99 antigen isoform I \GName=CD99 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=185 \SV=1 \EV=199 \PE=1 \ModResPsi=(156|MOD:00134|N6-glycyl-L-lysine)(168|MOD:00046|O-phospho-L-serine)(181|MOD:00047|O-phospho-L-threonine) \ModRes=(41||O-linke,Homo sapiens
P14207,P14207,,C,,canonical,0.999,0.000,1010,1.638,26,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Folate receptor beta isoform Iso 1 \GName=FOLR2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=255 \SV=4 \EV=186 \PE=1 \ModResPsi=(31|MOD:00798|half cystine)(59|MOD:00798|half cystine)(51|MOD:00798|half cystine)(99|MOD:00798|half cystine)(60|M,Homo sapiens
P14174,P14174,,C,,canonical,0.999,0.000,345,1.566,14,,,,,,,,,P14174,1267,11,,,,nP20K \PName=Macrophage migration inhibitory factor isoform Iso 1 \GName=MIF \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=115 \SV=4 \EV=242 \PE=1 \ModResPsi=(21|MOD:00046|O-phospho-L-serine)(53|MOD:00046|O-phospho-L-serine)(54|MOD:00046|O-phospho-L-serin,Homo sapiens
P14151,P14151,,C,,canonical,1.000,0.000,49956,94.511,101,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=L-selectin isoform Iso 1 \GName=SELL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=372 \SV=2 \EV=233 \PE=1 \ModResPsi=(57|MOD:00798|half cystine)(155|MOD:00798|half cystine)(78|MOD:00134|N6-glycyl-L-lysine)(93|MOD:00134|N6-glycyl-L-lysine)(12,Homo sapiens
P14136,P14136,,C,,canonical,1.000,0.000,11364,8.600,56,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Glial fibrillary acidic protein isoform Iso 1 \GName=GFAP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=432 \SV=1 \EV=228 \PE=1 \ModResPsi=(7|MOD:00047|O-phospho-L-threonine)(8|MOD:00046|O-phospho-L-serine)(12|MOD:00078|omega-N-methyl-L-argin,Homo sapiens
P14061,P14061,,C,,canonical,0.999,0.000,6,0.009,4,,,,,,,,,P14061,1264,5,,,,nP20K \PName=17-beta-hydroxysteroid dehydrogenase type 1 isoform Iso 1 \GName=HSD17B1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=328 \SV=3 \EV=223 \PE=1 \ModResPsi=(135|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|V)(3|C)(3|G)(3|H)(3|P)(4|A)(5|M)(6|,Homo sapiens
P13987,P13987,,C,,canonical,1.000,0.000,2662,8.633,17,,,,,,,,,P13987,1262,26,,,,nP20K \PName=CD59 glycoprotein isoform Iso 1 \GName=CD59 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=128 \SV=1 \EV=232 \PE=1 \ModResPsi=(28|MOD:00798|half cystine)(51|MOD:00798|half cystine)(31|MOD:00798|half cystine)(38|MOD:00798|half cystine)(44|MOD:0,Homo sapiens
P13942,P13942,,C,,canonical,1.000,0.000,935,0.236,32,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Collagen alpha-2(XI) chain isoform Iso 1 \GName=COL11A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1736 \SV=5 \EV=241 \PE=1 \ModResPsi=(1571|MOD:00798|half cystine)(1603|MOD:00798|half cystine)(1577|MOD:00798|half cystine)(1577|MOD:00798|h,Homo sapiens
P13929,P13929,,C,,canonical,1.000,0.000,5594,6.350,87,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Beta-enolase isoform Iso 1 \GName=ENO3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=434 \SV=5 \EV=218 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(19|MOD:00047|O-phospho-L-threonine)(72|MOD:00047|O-phospho-L-threonine)(83|MOD:00046|O-ph,Homo sapiens
P13861,P13861,,C,,canonical,0.999,0.000,41,0.039,14,,,,,,,,,P31323,1559,27,,,,nP20K \PName=cAMP-dependent protein kinase type II-alpha regulatory subunit isoform Iso 1 \GName=PRKAR2A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=404 \SV=2 \EV=219 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(48|MOD:00046|O-phospho-L-serine)(54|M,Homo sapiens
P13807,P13807,,C,,canonical,0.999,0.000,17,0.011,8,,,,,,,,,P13807,1260,17,,,,"nP20K \PName=Glycogen [starch] synthase, muscle isoform Iso 1 \GName=GYS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=737 \SV=2 \EV=211 \PE=1 \ModResPsi=(8|MOD:00046|O-phospho-L-serine)(11|MOD:00046|O-phospho-L-serine)(88|MOD:00134|N6-glycyl-L-lysine)(9",Homo sapiens
P13805,P13805,,C,,canonical,0.999,0.000,51,0.129,11,,,,,,,,,P45378,1699,83,,,,"nP20K \PName=Troponin T, slow skeletal muscle isoform Iso 1 \GName=TNNT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=278 \SV=4 \EV=192 \PE=1 \ModResPsi=(2|MOD:00046|O-phospho-L-serine)(155|MOD:00046|O-phospho-L-serine)(259|MOD:00046|O-phospho-L-serine)",Homo sapiens
P13804,P13804,,C,,canonical,0.999,0.000,140,0.159,16,,,,,,,,,P13804,1259,31,,,,"nP20K \PName=Electron transfer flavoprotein subunit alpha, mitochondrial isoform Iso 1 \GName=ETFA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=333 \SV=1 \EV=227 \PE=1 \ModResPsi=(59|MOD:00064|N6-acetyl-L-lysine)(59|MOD:01819|N6-succinyl-L-lysine)(62|MOD",Homo sapiens
P13798,P13798,,C,,canonical,0.999,0.000,1175,0.785,34,,,,,,,,,P13798,1258,31,,,,nP20K \PName=Acylamino-acid-releasing enzyme isoform Iso 1 \GName=APEH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=732 \SV=4 \EV=205 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(131|MOD:00134|N6-glycyl-L-lysine)(180|MOD:00134|N6-glycyl-L-lysine),Homo sapiens
P13797,P13797,,C,,canonical,1.000,0.000,9132,5.183,110,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Plastin-3 isoform Iso 1 \GName=PLS3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=630 \SV=4 \EV=230 \PE=1 \ModResPsi=(52|MOD:00134|N6-glycyl-L-lysine)(59|MOD:00134|N6-glycyl-L-lysine)(100|MOD:00134|N6-glycyl-L-lysine)(268|MOD:00046|O-phospho-,Homo sapiens
P13796,P13796,,C,,canonical,1.000,0.000,63960,37.232,245,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Plastin-2 isoform Iso 1 \GName=LCP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=627 \SV=6 \EV=236 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(5|MOD:00046|O-phospho-L-serine)(7|MOD:00046|O-phospho-L-serine)(23|MOD:00047|O-phospho-L-thr,Homo sapiens
P13762,P13762,,C,,canonical,1.000,0.000,100,0.175,8,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=HLA class II histocompatibility antigen, DR beta 4 chain isoform Iso 1 \GName=HLA-DRB4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=266 \SV=2 \EV=158 \PE=1 \ModResPsi=(44|MOD:00798|half cystine)(108|MOD:00798|half cystine)(146|MOD:00798|half",Homo sapiens
P13747,P13747,,C,,canonical,1.000,0.000,5245,6.267,47,,,,,,,,,P04439,1043,16991,,,,"nP20K \PName=HLA class I histocompatibility antigen, alpha chain E isoform Iso 1 \GName=HLA-E \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=358 \SV=4 \EV=213 \PE=1 \ModResPsi=(122|MOD:00798|half cystine)(185|MOD:00798|half cystine)(142|MOD:00134|N6-glycyl",Homo sapiens
P13727,P13727,,C,,canonical,1.000,0.000,5852,9.490,56,,,,,,,,,P13727,1257,4,,,,nP20K \PName=Bone marrow proteoglycan isoform Iso 1 \GName=PRG2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=222 \SV=2 \EV=212 \PE=1 \ModResPsi=(51|MOD:00798|half cystine)(51|MOD:00798|half cystine)(125|MOD:00798|half cystine)(220|MOD:00798|half cystine),Homo sapiens
P13716,P13716,,C,,canonical,1.000,0.000,3085,4.120,48,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Delta-aminolevulinic acid dehydratase isoform Iso 1 \GName=ALAD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=330 \SV=1 \EV=224 \PE=1 \ModResPsi=(199|MOD:01819|N6-succinyl-L-lysine)(214|MOD:00046|O-phospho-L-serine)(215|MOD:00046|O-phospho-L-,Homo sapiens
P13693,P13693,,C,,canonical,0.999,0.000,402,1.014,16,,,,,,,,,Q7Z6Z7,2875,67,,,,nP20K \PName=Translationally-controlled tumor protein isoform Iso 1 \GName=TPT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=172 \SV=1 \EV=222 \PE=1 \ModResPsi=(19|MOD:00064|N6-acetyl-L-lysine)(39|MOD:00047|O-phospho-L-threonine)(46|MOD:00046|O-phospho-L,Homo sapiens
P13688,P13688,,C,,canonical,0.999,0.000,3821,4.337,38,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Carcinoembryonic antigen-related cell adhesion molecule 1 isoform Iso 1 \GName=CEACAM1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=526 \SV=2 \EV=228 \PE=1 \ModResPsi=(35|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(167|MOD:00798|half cy,Homo sapiens
P13686,P13686,,C,,canonical,0.999,0.000,387,0.676,13,,,,,,,,,P13686,1256,11,,,,nP20K \PName=Tartrate-resistant acid phosphatase type 5 isoform Iso 1 \GName=ACP5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=325 \SV=3 \EV=208 \PE=1 \ModResPsi=(161|MOD:00798|half cystine)(219|MOD:00798|half cystine) \ModRes=(116||N-linked (GlcNAc...),Homo sapiens
P13674,P13674,,C,,canonical,1.000,0.000,53,0.041,11,,,,,,,,,P13674,1255,4,,,,nP20K \PName=Prolyl 4-hydroxylase subunit alpha-1 isoform Iso 1 \GName=P4HA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=534 \SV=2 \EV=227 \PE=1 \ModResPsi=(23|MOD:00047|O-phospho-L-threonine)(24|MOD:00046|O-phospho-L-serine)(132|MOD:00134|N6-glycyl-L-l,Homo sapiens
P13671,P13671,,C,,canonical,1.000,0.000,336410,152.747,823,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Complement component C6 isoform Iso 1 \GName=C6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=934 \SV=3 \EV=214 \PE=1 \ModResPsi=(22|MOD:00798|half cystine)(61|MOD:00798|half cystine)(24|MOD:00798|half cystine)(65|MOD:00798|half cystine)(35|M,Homo sapiens
P13667,P13667,,C,,canonical,1.000,0.000,2682,1.602,69,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Protein disulfide-isomerase A4 isoform Iso 1 \GName=PDIA4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=645 \SV=2 \EV=230 \PE=1 \ModResPsi=(32|MOD:00046|O-phospho-L-serine)(91|MOD:00798|half cystine)(94|MOD:00798|half cystine)(103|MOD:00134|N,Homo sapiens
P13647,P13647,,C,,canonical,1.000,0.000,99988,68.787,294,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Keratin, type II cytoskeletal 5 isoform Iso 1 \GName=KRT5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=590 \SV=3 \EV=241 \PE=1 \ModResPsi=(5|MOD:00046|O-phospho-L-serine)(8|MOD:00046|O-phospho-L-serine)(16|MOD:00046|O-phospho-L-serine)(18|MO",Homo sapiens
P13646,P13646,,C,,canonical,1.000,0.000,33004,25.837,105,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Keratin, type I cytoskeletal 13 isoform Iso 1 \GName=KRT13 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=458 \SV=4 \EV=218 \PE=1 \ModResPsi=(9|MOD:00046|O-phospho-L-serine)(11|MOD:00046|O-phospho-L-serine)(12|MOD:00048|O4'-phospho-L-tyrosine)",Homo sapiens
P13645,P13645,,C,,canonical,1.000,0.000,261291,211.856,638,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Keratin, type I cytoskeletal 10 isoform Iso 1 \GName=KRT10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=584 \SV=6 \EV=222 \PE=1 \ModResPsi=(14|MOD:00046|O-phospho-L-serine)(16|MOD:00046|O-phospho-L-serine)(37|MOD:00046|O-phospho-L-serine)(39",Homo sapiens
P13639,P13639,,C,,canonical,1.000,0.000,2659,1.284,102,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Elongation factor 2 isoform Iso 1 \GName=EEF2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=858 \SV=4 \EV=235 \PE=1 \ModResPsi=(23|MOD:00046|O-phospho-L-serine)(32|MOD:00134|N6-glycyl-L-lysine)(38|MOD:00046|O-phospho-L-serine)(41|MOD:00235|S-,Homo sapiens
P13637,P13637,,C,,canonical,0.999,0.000,128,0.061,23,,,,,,,,,Q93084,3253,136,,,,nP20K \PName=Sodium/potassium-transporting ATPase subunit alpha-3 isoform Iso 1 \GName=ATP1A3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1013 \SV=3 \EV=233 \PE=1 \ModResPsi=(37|MOD:00046|O-phospho-L-serine)(56|MOD:00046|O-phospho-L-serine)(218|MOD:0004,Homo sapiens
P13612,P13612,,C,,canonical,0.999,0.000,62,0.029,21,,,,,,,,,P13612,1253,36,,,,nP20K \PName=Integrin alpha-4 isoform Iso 1 \GName=ITGA4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1032 \SV=3 \EV=222 \PE=1 \ModResPsi=(91|MOD:00798|half cystine)(101|MOD:00798|half cystine)(95|MOD:00134|N6-glycyl-L-lysine)(116|MOD:00134|N6-glycyl-L-l,Homo sapiens
