"Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","Technical.CV","Analyzed"
"Olink","Q8IWQ3",NA,NA,"BRSK2","OID31042","Neurology II",0.994986640179626,TRUE
"Olink","Q8IWT1",NA,NA,"SCN4B","OID30277","Cardiometabolic II",11.3484648252371,TRUE
"Olink","Q8IWV2","CNTN4","Contactin-4","CNTN4","OID21117","Neurology",7.36188175274464,TRUE
"Olink","Q8IWY9",NA,NA,"CDAN1","OID31076","Neurology II",0.0686180781138702,TRUE
"Olink","Q8IWZ8",NA,NA,"SUGP1","OID31524","Oncology II",3.42210217309751,TRUE
"Olink","Q8IX05",NA,NA,"CD302","OID21328","Oncology",NA,FALSE
"Olink","Q8IX19",NA,NA,"MCEMP1","OID30501","Inflammation II",38.183615512596,TRUE
"Olink","Q8IXJ6",NA,NA,"SIRT2","OID21375","Oncology",NA,FALSE
"Olink","Q8IXM2",NA,NA,"BAP18","OID31150","Neurology II",8.05111810417553,TRUE
"Olink","Q8IXQ3",NA,NA,"C9orf40","OID31489","Oncology II",5.3658684577311,TRUE
"Olink","Q8IXS6",NA,NA,"PALM2","OID31096","Neurology II",3.22588806259203,TRUE
"Olink","Q8IY22","CMIP","C-Maf-inducing protein","CMIP","OID31406","Oncology II",10.6362924473896,TRUE
"Olink","Q8IY31",NA,NA,"IFT20","OID30962","Neurology II",16.4405977200481,TRUE
"Olink","Q8IY33",NA,NA,"MICALL2","OID30889","Neurology II",15.9458643593717,TRUE
"Olink","Q8IYS2",NA,NA,"KIAA2013","OID31392","Oncology II",16.2556295836396,TRUE
"Olink","Q8IYS5","OSCAR","Osteoclast-associated immunoglobulin-like receptor","OSCAR","OID20776","Inflammation",NA,FALSE
"Olink","Q8IYV9",NA,NA,"IZUMO1","OID31159","Oncology II",4.05012556599595,TRUE
"Olink","Q8IYW5",NA,NA,"RNF168","OID30506","Inflammation II",29.9140166372063,TRUE
"Olink","Q8IZC4",NA,NA,"RTKN2","OID30049","Cardiometabolic II",9.82617704292393,TRUE
"Olink","Q8IZF2","ADGRF5","Adhesion G protein-coupled receptor F5","ADGRF5","OID30349","Cardiometabolic II",9.19949277292877,TRUE
"Olink","Q8IZJ0",NA,NA,"IFNL2","OID30791","Neurology II",17.6875648471748,TRUE
"Olink","Q8IZP9","ADGRG2","Adhesion G-protein coupled receptor G2","ADGRG2","OID20189","Cardiometabolic",5.955437382622,TRUE
"Olink","Q8N0X7",NA,NA,"SPART","OID30656","Inflammation II",11.5612903047784,TRUE
"Olink","Q8N0Z9",NA,NA,"VSIG10","OID31400","Oncology II",1.45085839469208,TRUE
"Olink","Q8N111",NA,NA,"CEND1","OID30821","Neurology II",23.9066050004632,TRUE
"Olink","Q8N114","SHISA5","Protein shisa-5","SHISA5","OID30387","Cardiometabolic II",3.83421741205434,TRUE
"Olink","Q8N129",NA,NA,"CNPY4","OID21317","Oncology",NA,FALSE
"Olink","Q8N130",NA,NA,"SLC34A3","OID31203","Oncology II",13.1823931177259,TRUE
"Olink","Q8N149","LILRA2","Leukocyte immunoglobulin-like receptor subfamily A member 2","LILRA2","OID21152","Neurology",4.04031095700677,TRUE
"Olink","Q8N163",NA,NA,"CCAR2","OID31077","Neurology II",10.2854492551862,TRUE
"Olink","Q8N1Q1","CA13","Carbonic anhydrase 13","CA13","OID20225","Cardiometabolic",17.2664679199345,TRUE
"Olink","Q8N2G4",NA,NA,"LYPD1","OID20821","Neurology",3.59380567419392,TRUE
"Olink","Q8N2Q7",NA,NA,"NLGN1","OID30900","Neurology II",1.67635917918794,TRUE
"Olink","Q8N386","LRRC25","Leucine-rich repeat-containing protein 25","LRRC25","OID21333","Oncology",NA,FALSE
"Olink","Q8N423","LILRB2","Leukocyte immunoglobulin-like receptor subfamily B member 2","LILRB2","OID20301","Cardiometabolic",4.1090144517002,TRUE
"Olink","Q8N436",NA,NA,"CPXM2","OID30322","Cardiometabolic II",2.15191568655628,TRUE
"Olink","Q8N474",NA,NA,"SFRP1","OID20984","Neurology",0.401907461806934,TRUE
"Olink","Q8N4C8",NA,NA,"MINK1","OID31156","Neurology II",5.45919750470246,TRUE
"Olink","Q8N4E4",NA,NA,"PDCL2","OID31168","Oncology II",5.25781196883203,TRUE
"Olink","Q8N4F0","BPIFB2","BPI fold-containing family B member 2","BPIFB2","OID30311","Cardiometabolic II",10.0434279018096,TRUE
"Olink","Q8N556",NA,NA,"AFAP1","OID30569","Inflammation II",4.17772085062718,TRUE
"Olink","Q8N5J2","MINDY1","Ubiquitin carboxyl-terminal hydrolase MINDY-1","MINDY1","OID31399","Oncology II",8.96277746488722,TRUE
"Olink","Q8N5S9",NA,NA,"CAMKK1","OID21182","Oncology",NA,FALSE
"Olink","Q8N608",NA,NA,"DPP10","OID20527","Inflammation",NA,FALSE
"Olink","Q8N668",NA,NA,"COMMD1","OID30222","Cardiometabolic II",5.0220839664292,TRUE
"Olink","Q8N6C8","LILRA3","Leukocyte immunoglobulin-like receptor subfamily A member 3","LILRA3","OID30376","Cardiometabolic II",6.35848562642389,TRUE
"Olink","Q8N6M0",NA,NA,"OTUD6B","OID31487","Oncology II",8.08559448294236,TRUE
"Olink","Q8N6P7",NA,NA,"IL22RA1","OID20449","Inflammation",NA,FALSE
"Olink","Q8N6Q1",NA,NA,"TMCO5A","OID30940","Neurology II",27.0406319134759,TRUE
"Olink","Q8N6Q3","CD177","CD177 antigen","CD177","OID21119","Neurology",3.407385444155,TRUE
"Olink","Q8N8E3",NA,NA,"CEP112","OID30115","Cardiometabolic II",33.2718296453684,TRUE
"Olink","Q8N8R5",NA,NA,"C2orf69","OID30883","Neurology II",13.9625001031553,TRUE
"Olink","Q8N8S7",NA,NA,"ENAH","OID20497","Inflammation",NA,FALSE
"Olink","Q8N8U9",NA,NA,"BMPER","OID30615","Inflammation II",4.03049640629531,TRUE
"Olink","Q8N907",NA,NA,"DAND5","OID30420","Inflammation II",56.2050570396604,TRUE
"Olink","Q8N967",NA,NA,"LRTM2","OID31020","Neurology II",0.455822404388452,TRUE
"Olink","Q8N9I9",NA,NA,"DTX3","OID21349","Oncology",NA,FALSE
"Olink","Q8NBI3",NA,NA,"DRAXIN","OID20917","Neurology",4.80112691086546,TRUE
"Olink","Q8NBJ7","SUMF2","Inactive C-alpha-formylglycine-generating enzyme 2","SUMF2","OID21032","Neurology",4.78148800464645,TRUE
"Olink","Q8NBK3",NA,NA,"SUMF1","OID30486","Inflammation II",10.1767756744403,TRUE
"Olink","Q8NBP7","PCSK9","Proprotein convertase subtilisin/kexin type 9","PCSK9","OID20235","Cardiometabolic",0.990084987337635,TRUE
"Olink","Q8NBS9","TXNDC5","Thioredoxin domain-containing protein 5","TXNDC5","OID21012","Neurology",11.5711910389087,TRUE
"Olink","Q8NBZ7",NA,NA,"UXS1","OID21189","Oncology",NA,FALSE
"Olink","Q8NC01",NA,NA,"CLEC1A","OID20099","Cardiometabolic",22.7286055377076,TRUE
"Olink","Q8NC42",NA,NA,"RNF149","OID30235","Cardiometabolic II",7.92799977495578,TRUE
"Olink","Q8NCC3","PLA2G15","Phospholipase A2 group XV","PLA2G15","OID21473","Oncology",NA,FALSE
"Olink","Q8ND71",NA,NA,"GIMAP8","OID31194","Oncology II",20.9066431488227,TRUE
"Olink","Q8ND90",NA,NA,"PNMA1","OID30194","Cardiometabolic II",2.98064645820419,TRUE
"Olink","Q8NDA2","HMCN2","Hemicentin-2","HMCN2","OID30592","Inflammation II",8.50435229610704,TRUE
"Olink","Q8NDB2",NA,NA,"BANK1","OID20594","Inflammation",NA,FALSE
"Olink","Q8NDC4",NA,NA,"MORN4","OID31217","Oncology II",3.42210217309751,TRUE
"Olink","Q8NDI1",NA,NA,"EHBP1","OID30302","Cardiometabolic II",5.04663698539789,TRUE
"Olink","Q8NEB7",NA,NA,"ACRBP","OID31385","Oncology II",38.2758774439856,TRUE
"Olink","Q8NET8",NA,NA,"TRPV3","OID30128","Cardiometabolic II",32.2403737901071,TRUE
"Olink","Q8NEU8","APPL2","DCC-interacting protein 13-beta","APPL2","OID30590","Inflammation II",5.25781196883203,TRUE
"Olink","Q8NEZ2",NA,NA,"VPS37A","OID21355","Oncology",NA,FALSE
"Olink","Q8NFL0","B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7","B3GNT7","OID30281","Cardiometabolic II",7.36188175274464,TRUE
"Olink","Q8NFP4","MDGA1","MAM domain-containing glycosylphosphatidylinositol anchor protein 1","MDGA1","OID20951","Neurology",1.04400336871986,TRUE
"Olink","Q8NFP7",NA,NA,"NUDT10","OID30198","Cardiometabolic II",21.6565087352151,TRUE
"Olink","Q8NFT8","DNER","Delta and Notch-like epidermal growth factor-related receptor","DNER","OID20712","Inflammation",NA,FALSE
"Olink","Q8NFZ4",NA,NA,"NLGN2","OID30878","Neurology II",6.31424126133092,TRUE
"Olink","Q8NG06",NA,NA,"TRIM58","OID31429","Oncology II",17.4719470714836,TRUE
"Olink","Q8NHJ6","LILRB4","Leukocyte immunoglobulin-like receptor subfamily B member 4","LILRB4","OID20429","Inflammation",NA,FALSE
"Olink","Q8NHL6","LILRB1","Leukocyte immunoglobulin-like receptor subfamily B member 1","LILRB1","OID20323","Cardiometabolic",0.642075701396637,TRUE
"Olink","Q8NHP1",NA,NA,"AKR7L","OID30488","Inflammation II",24.5920901987217,TRUE
"Olink","Q8NHS0",NA,NA,"DNAJB8","OID20093","Cardiometabolic",23.6665515992743,TRUE
"Olink","Q8NHV1",NA,NA,"GIMAP7","OID30639","Inflammation II",8.30233618216002,TRUE
"Olink","Q8NHZ8",NA,NA,"CDC26","OID31508","Oncology II",4.62438659382949,TRUE
"Olink","Q8NI17",NA,NA,"IL31RA","OID30475","Inflammation II",18.0388267367148,TRUE
"Olink","Q8NI22","MCFD2","Multiple coagulation factor deficiency protein 2","MCFD2","OID20171","Cardiometabolic",3.59380567419392,TRUE
"Olink","Q8TAD2",NA,NA,"IL17D","OID20481","Inflammation",NA,FALSE
"Olink","Q8TAE8",NA,NA,"GADD45GIP1","OID30237","Cardiometabolic II",11.1851852911084,TRUE
"Olink","Q8TAT2",NA,NA,"FGFBP3","OID31108","Neurology II",1.51458568121246,TRUE
"Olink","Q8TBM8",NA,NA,"DNAJB14","OID31434","Oncology II",11.061518092009,TRUE
"Olink","Q8TC05",NA,NA,"MDM1","OID30945","Neurology II",7.65227927049242,TRUE
"Olink","Q8TCD5","NT5C","5'(3')-deoxyribonucleotidase, cytosolic type","NT5C","OID30294","Cardiometabolic II",2.22546146166696,TRUE
"Olink","Q8TCS8",NA,NA,"PNPT1","OID20445","Inflammation",NA,FALSE
"Olink","Q8TCT1",NA,NA,"PHOSPHO1","OID20922","Neurology",0.686188777607612,TRUE
"Olink","Q8TCU4",NA,NA,"ALMS1","OID31275","Oncology II",0.485230637154177,TRUE
"Olink","Q8TCZ2","CD99L2","CD99 antigen-like protein 2","CD99L2","OID21122","Neurology",0.941068652229999,TRUE
"Olink","Q8TD06",NA,NA,"AGR3","OID21243","Oncology",NA,FALSE
"Olink","Q8TD46",NA,NA,"CD200R1","OID20595","Inflammation",NA,FALSE
"Olink","Q8TDL5","BPIFB1","BPI fold-containing family B member 1","BPIFB1","OID20308","Cardiometabolic",1.08811874556535,TRUE
"Olink","Q8TDQ0","HAVCR2","Hepatitis A virus cellular receptor 2","HAVCR2","OID21137","Neurology",0.313683377544538,TRUE
"Olink","Q8TDQ1",NA,NA,"CD300LF","OID21469","Oncology",NA,FALSE
"Olink","Q8TDQ7",NA,NA,"GNPDA2","OID30597","Inflammation II",3.54474594455769,TRUE
"Olink","Q8TDX7","NEK7","Serine/threonine-protein kinase Nek7","NEK7","OID31250","Oncology II",9.090988860366,TRUE
"Olink","Q8TDY8","IGDCC4","Immunoglobulin superfamily DCC subclass member 4","IGDCC4","OID30402","Cardiometabolic II",12.4927121244123,TRUE
"Olink","Q8TE57",NA,NA,"ADAMTS16","OID20089","Cardiometabolic",13.3760647618179,TRUE
"Olink","Q8TE58",NA,NA,"ADAMTS15","OID21275","Oncology",NA,FALSE
"Olink","Q8TE77",NA,NA,"SSH3","OID31216","Oncology II",6.3634017815186,TRUE
"Olink","Q8TEA8","DTD1","D-aminoacyl-tRNA deacylase 1","DTD1","OID30580","Inflammation II",2.91198371772986,TRUE
"Olink","Q8TER0","SNED1","Sushi, nidogen and EGF-like domain-containing protein 1","SNED1","OID30205","Cardiometabolic II",1.20085951526156,TRUE
"Olink","Q8TEU8","WFIKKN2","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2","WFIKKN2","OID20785","Inflammation",NA,FALSE
"Olink","Q8TEW0",NA,NA,"PARD3","OID31301","Oncology II",20.3857734168268,TRUE
"Olink","Q8TF64",NA,NA,"GIPC3","OID31507","Oncology II",5.78836276503078,TRUE
"Olink","Q8TF65",NA,NA,"GIPC2","OID31153","Neurology II",5.90138114468889,TRUE
"Olink","Q8WTQ1",NA,NA,"DEFB104A_DEFB104B","OID30849","Neurology II",1.70577323068544,TRUE
"Olink","Q8WTT0",NA,NA,"CLEC4C","OID20547","Inflammation",NA,FALSE
"Olink","Q8WTU2","SSC4D","Scavenger receptor cysteine-rich domain-containing group B protein","SSC4D","OID20182","Cardiometabolic",3.4417246511633,TRUE
"Olink","Q8WTV0",NA,NA,"SCARB1","OID20805","Neurology",0.990084987337635,TRUE
"Olink","Q8WU39",NA,NA,"MZB1","OID20732","Inflammation",NA,FALSE
"Olink","Q8WUD1",NA,NA,"RAB2B","OID31362","Oncology II",12.5571767834516,TRUE
"Olink","Q8WUF8",NA,NA,"FAM172A","OID30248","Cardiometabolic II",11.115928557114,TRUE
"Olink","Q8WUW1","BRK1","Protein BRICK1","BRK1","OID20883","Neurology",16.4756008948517,TRUE
"Olink","Q8WUX2",NA,NA,"CHAC2","OID21230","Oncology",NA,FALSE
"Olink","Q8WUY3",NA,NA,"PRUNE2","OID31270","Oncology II",1.22536867374155,TRUE
"Olink","Q8WV07",NA,NA,"LTO1","OID20434","Inflammation",NA,FALSE
"Olink","Q8WV28",NA,NA,"BLNK","OID30541","Inflammation II",9.50536379552072,TRUE
"Olink","Q8WV92",NA,NA,"MITD1","OID20959","Neurology",4.71766345935653,TRUE
"Olink","Q8WVC0",NA,NA,"LEO1","OID30991","Neurology II",1.72538272106251,TRUE
"Olink","Q8WVQ1","CANT1","Soluble calcium-activated nucleotidase 1","CANT1","OID20181","Cardiometabolic",1.45576046178936,TRUE
"Olink","Q8WVV4","POF1B","Protein POF1B","POF1B","OID30504","Inflammation II",8.3762385997418,TRUE
"Olink","Q8WW22",NA,NA,"DNAJA4","OID31130","Neurology II",10.0928128569114,TRUE
"Olink","Q8WWF5",NA,NA,"ZNRF4","OID31347","Oncology II",2.56869990564151,TRUE
"Olink","Q8WWM7",NA,NA,"ATXN2L","OID30980","Neurology II",0.568554317817406,TRUE
"Olink","Q8WWN9",NA,NA,"IPCEF1","OID20977","Neurology",14.2510051125191,TRUE
"Olink","Q8WWQ8","STAB2","Stabilin-2","STAB2","OID30401","Cardiometabolic II",8.16932880444353,TRUE
"Olink","Q8WWU5",NA,NA,"TCP11","OID31267","Oncology II",6.62890873600955,TRUE
"Olink","Q8WWV3",NA,NA,"RTN4IP1","OID31030","Neurology II",12.5720543353008,TRUE
"Olink","Q8WWV6","FCAMR","High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor","FCAMR","OID30332","Cardiometabolic II",7.12077467222699,TRUE
"Olink","Q8WWY7",NA,NA,"WFDC12","OID21462","Oncology",NA,FALSE
"Olink","Q8WX77",NA,NA,"IGFBPL1","OID20155","Cardiometabolic",6.34865338507637,TRUE
"Olink","Q8WX93",NA,NA,"PALLD","OID30444","Inflammation II",30.2330047222937,TRUE
"Olink","Q8WXC3",NA,NA,"PYDC1","OID30202","Cardiometabolic II",5.81784474649695,TRUE
"Olink","Q8WXD2","SCG3","Secretogranin-3","SCG3","OID20728","Inflammation",NA,FALSE
"Olink","Q8WXG9",NA,NA,"ADGRV1","OID30877","Neurology II",43.6306491068895,TRUE
"Olink","Q8WXI7","MUC16","Mucin-16","MUC16","OID21378","Oncology",NA,FALSE
"Olink","Q8WXI8",NA,NA,"CLEC4D","OID20609","Inflammation",NA,FALSE
"Olink","Q8WXW3-4",NA,NA,"PIBF1","OID31061","Neurology II",17.7427420127985,TRUE
"Olink","Q8WXX5",NA,NA,"DNAJC9","OID31472","Oncology II",4.00596028355047,TRUE
"Olink","Q8WYN0",NA,NA,"ATG4A","OID21246","Oncology",NA,FALSE
"Olink","Q8WYQ3",NA,NA,"CHCHD10","OID31116","Neurology II",7.99694381556006,TRUE
"Olink","Q8WZ42","TTN","Titin","TTN","OID30108","Cardiometabolic II",6.03406928681923,TRUE
"Olink","Q8WZ55",NA,NA,"BSND","OID31184","Oncology II",21.4638117488734,TRUE
"Olink","Q8WZ75","ROBO4","Roundabout homolog 4","ROBO4","OID30226","Cardiometabolic II",2.48533805777922,TRUE
"Olink","Q92185",NA,NA,"ST8SIA1","OID30442","Inflammation II",46.6306215915816,TRUE
"Olink","Q92484","SMPDL3A","Acid sphingomyelinase-like phosphodiesterase 3a","SMPDL3A","OID20676","Inflammation",NA,FALSE
"Olink","Q92485","SMPDL3B","Acid sphingomyelinase-like phosphodiesterase 3b","SMPDL3B","OID31387","Oncology II",7.36188175274464,TRUE
"Olink","Q92496","CFHR4","Complement factor H-related protein 4","CFHR4","OID30758","Inflammation II",1.89697013032622,TRUE
"Olink","Q92499",NA,NA,"DDX1","OID31518","Oncology II",12.0069914947962,TRUE
"Olink","Q92520","FAM3C","Protein FAM3C","FAM3C","OID20233","Cardiometabolic",7.92307541606356,TRUE
"Olink","Q92558",NA,NA,"WASF1","OID20091","Cardiometabolic",4.63911411653922,TRUE
"Olink","Q92574",NA,NA,"TSC1","OID30478","Inflammation II",3.05421601839572,TRUE
"Olink","Q92583",NA,NA,"CCL17","OID20745","Inflammation",NA,FALSE
"Olink","Q92597",NA,NA,"NDRG1","OID20792","Neurology",5.04172634526387,TRUE
"Olink","Q92599",NA,NA,"SEPTIN8","OID31079","Neurology II",9.16989920768745,TRUE
"Olink","Q92609",NA,NA,"TBC1D5","OID20521","Inflammation",NA,FALSE
"Olink","Q92619","ARHGAP45","Rho GTPase-activating protein 45","ARHGAP45","OID30653","Inflammation II",0.254867531188973,TRUE
"Olink","Q92686",NA,NA,"NRGN","OID30674","Inflammation II",23.7125042703519,TRUE
"Olink","Q92692","NECTIN2","Nectin-2","NECTIN2","OID20222","Cardiometabolic",4.76675900613901,TRUE
"Olink","Q92752",NA,NA,"TNR","OID20957","Neurology",3.96670323739617,TRUE
"Olink","Q92765",NA,NA,"FRZB","OID20968","Neurology",1.71557796350838,TRUE
"Olink","Q92783","STAM","Signal transducing adapter molecule 1","STAM","OID31425","Oncology II",6.56498412298392,TRUE
"Olink","Q92817",NA,NA,"EVPL","OID31309","Oncology II",11.2593977507715,TRUE
"Olink","Q92820","GGH","Gamma-glutamyl hydrolase","GGH","OID20416","Cardiometabolic",1.22046683328399,TRUE
"Olink","Q92823","NRCAM","Neuronal cell adhesion molecule","NRCAM","OID20229","Cardiometabolic",16.8408106283854,TRUE
"Olink","Q92832","NELL1","Protein kinase C-binding protein NELL1","NELL1","OID21494","Oncology",NA,FALSE
"Olink","Q92834",NA,NA,"RPGR","OID30959","Neurology II",27.702858356421,TRUE
"Olink","Q92835",NA,NA,"INPP5D","OID30259","Cardiometabolic II",2.19113987899093,TRUE
"Olink","Q92844",NA,NA,"TANK","OID20474","Inflammation",NA,FALSE
"Olink","Q92851",NA,NA,"CASP10","OID20893","Neurology",64.9169930264388,TRUE
"Olink","Q92854","SEMA4D","Semaphorin-4D","SEMA4D","OID21020","Neurology",4.34459163803547,TRUE
"Olink","Q92859","NEO1","Neogenin","NEO1","OID31066","Neurology II",21.2509633773119,TRUE
"Olink","Q92876","KLK6","Kallikrein-6","KLK6","OID21526","Oncology",NA,FALSE
"Olink","Q92888",NA,NA,"ARHGEF1","OID31133","Neurology II",8.53391993510487,TRUE
"Olink","Q92890",NA,NA,"UFD1","OID31486","Oncology II",13.3859986235212,TRUE
"Olink","Q92917",NA,NA,"GPKOW","OID20890","Neurology",12.7357346114015,TRUE
"Olink","Q92932",NA,NA,"PTPRN2","OID20912","Neurology",2.02934324314438,TRUE
"Olink","Q92935",NA,NA,"EXTL1","OID30114","Cardiometabolic II",8.64234414279948,TRUE
"Olink","Q92956",NA,NA,"TNFRSF14","OID20783","Inflammation",NA,FALSE
"Olink","Q92973","TNPO1","Transportin-1","TNPO1","OID31330","Oncology II",22.4182878217816,TRUE
"Olink","Q92982",NA,NA,"NINJ1","OID21167","Oncology",NA,FALSE
"Olink","Q93015",NA,NA,"NAA80","OID30893","Neurology II",16.190660085849,TRUE
"Olink","Q93033","CD101","Immunoglobulin superfamily member 2","CD101","OID31480","Oncology II",3.0149786151421,TRUE
"Olink","Q93052","LPP","Lipoma-preferred partner","LPP","OID30190","Cardiometabolic II",24.4282456125197,TRUE
"Olink","Q93062",NA,NA,"RBPMS","OID30507","Inflammation II",6.14219727329436,TRUE
"Olink","Q93091","RNASE6","Ribonuclease K6","RNASE6","OID30689","Inflammation II",6.83546225069625,TRUE
"Olink","Q969D9",NA,NA,"TSLP","OID20056","Cardiometabolic",18.0438470888285,TRUE
"Olink","Q969H8","MYDGF","Myeloid-derived growth factor","MYDGF","OID30313","Cardiometabolic II",6.18643453151293,TRUE
"Olink","Q969P0","IGSF8","Immunoglobulin superfamily member 8","IGSF8","OID20167","Cardiometabolic",7.84428955522865,TRUE
"Olink","Q969P6",NA,NA,"TOP1MT","OID31233","Oncology II",12.3092775793851,TRUE
"Olink","Q969V3",NA,NA,"NCLN","OID20448","Inflammation",NA,FALSE
"Olink","Q969X0",NA,NA,"RILPL2","OID30342","Cardiometabolic II",1.22046683328399,TRUE
"Olink","Q969Z4",NA,NA,"RELT","OID21142","Neurology",1.12243092425728,TRUE
"Olink","Q96A00","PPP1R14A","Protein phosphatase 1 regulatory subunit 14A","PPP1R14A","OID31011","Neurology II",1.17144866769831,TRUE
"Olink","Q96A25",NA,NA,"TMEM106A","OID31411","Oncology II",26.9166490951812,TRUE
"Olink","Q96A32",NA,NA,"MYLPF","OID30917","Neurology II",9.45602093080859,TRUE
"Olink","Q96A35",NA,NA,"MRPL24","OID30178","Cardiometabolic II",0.191150512586209,TRUE
"Olink","Q96A49",NA,NA,"SYAP1","OID30636","Inflammation II",19.5378926639657,TRUE
"Olink","Q96A56",NA,NA,"TP53INP1","OID20120","Cardiometabolic",19.4522092787322,TRUE
"Olink","Q96AG4",NA,NA,"LRRC59","OID30361","Cardiometabolic II",4.27096998151824,TRUE
"Olink","Q96AJ9",NA,NA,"VTI1A","OID30640","Inflammation II",22.1285965235996,TRUE
"Olink","Q96AP7","ESAM","Endothelial cell-selective adhesion molecule","ESAM","OID20270","Cardiometabolic",2.11759492566497,TRUE
"Olink","Q96AQ6",NA,NA,"PBXIP1","OID31435","Oncology II",10.3299118126586,TRUE
"Olink","Q96AT9","RPE","Ribulose-phosphate 3-epimerase","RPE","OID31324","Oncology II",23.166633031618,TRUE
"Olink","Q96AX2",NA,NA,"RAB37","OID20425","Inflammation",NA,FALSE
"Olink","Q96B36",NA,NA,"AKT1S1","OID20895","Neurology",32.451573078419,TRUE
"Olink","Q96B86","RGMA","Repulsive guidance molecule A","RGMA","OID21065","Neurology",4.08447715844112,TRUE
"Olink","Q96BJ3",NA,NA,"AIDA","OID30956","Neurology II",3.73608628094321,TRUE
"Olink","Q96BQ1","FAM3D","Protein FAM3D","FAM3D","OID31514","Oncology II",11.9970832413048,TRUE
"Olink","Q96C24","SYTL4","Synaptotagmin-like protein 4","SYTL4","OID30339","Cardiometabolic II",6.56990125820115,TRUE
"Olink","Q96C92",NA,NA,"ENTR1","OID30231","Cardiometabolic II",0.215657042306946,TRUE
"Olink","Q96CD2",NA,NA,"PPCDC","OID21027","Neurology",1.24007422167678,TRUE
"Olink","Q96CG8",NA,NA,"CTHRC1","OID30393","Cardiometabolic II",4.0157746891883,TRUE
"Olink","Q96CN9",NA,NA,"GCC1","OID31147","Neurology II",14.3455530997547,TRUE
"Olink","Q96D42",NA,NA,"HAVCR1","OID21422","Oncology",NA,FALSE
"Olink","Q96D71",NA,NA,"REPS1","OID30496","Inflammation II",18.8127491770255,TRUE
"Olink","Q96DA2",NA,NA,"RAB39B","OID30069","Cardiometabolic II",6.90924184601537,TRUE
"Olink","Q96DB9",NA,NA,"FXYD5","OID20463","Inflammation",NA,FALSE
"Olink","Q96DC8",NA,NA,"ECHDC3","OID30293","Cardiometabolic II",0.499934776903927,TRUE
"Olink","Q96DE0",NA,NA,"NUDT16","OID31484","Oncology II",3.41719658446942,TRUE
"Olink","Q96DR5",NA,NA,"BPIFA2","OID30279","Cardiometabolic II",5.4002520238667,TRUE
"Olink","Q96DU3",NA,NA,"SLAMF6","OID21254","Oncology",NA,FALSE
"Olink","Q96EB6",NA,NA,"SIRT1","OID30439","Inflammation II",15.4217690437774,TRUE
"Olink","Q96EK5",NA,NA,"KIFBP","OID21320","Oncology",NA,FALSE
"Olink","Q96EM0",NA,NA,"L3HYPDH","OID30314","Cardiometabolic II",13.2370110349043,TRUE
"Olink","Q96EP0",NA,NA,"RNF31","OID30473","Inflammation II",13.604593040693,TRUE
"Olink","Q96EU7",NA,NA,"C1GALT1C1","OID30180","Cardiometabolic II",17.752775066634,TRUE
"Olink","Q96F10",NA,NA,"SAT2","OID31306","Oncology II",11.3831056135679,TRUE
"Olink","Q96F46","IL17RA","Interleukin-17 receptor A","IL17RA","OID21089","Neurology",0.700893180216729,TRUE
"Olink","Q96FE7",NA,NA,"PIK3IP1","OID21094","Neurology",1.50968354999468,TRUE
"Olink","Q96FQ6","S100A16","Protein S100-A16","S100A16","OID20878","Neurology",16.1107113140761,TRUE
"Olink","Q96FZ7",NA,NA,"CHMP6","OID30327","Cardiometabolic II",3.27493980153645,TRUE
"Olink","Q96G03","PGM2","Phosphopentomutase","PGM2","OID30904","Neurology II",28.8710504744251,TRUE
"Olink","Q96GG9","DCUN1D1","DCN1-like protein 1","DCUN1D1","OID30830","Neurology II",78.4242346271515,TRUE
"Olink","Q96GP6","SCARF2","Scavenger receptor class F member 2","SCARF2","OID21048","Neurology",2.80408926368059,TRUE
"Olink","Q96GW7",NA,NA,"BCAN","OID20998","Neurology",0.607765661237075,TRUE
"Olink","Q96H15","TIMD4","T-cell immunoglobulin and mucin domain-containing protein 4","TIMD4","OID20375","Cardiometabolic",1.25477980983196,TRUE
